Sample;X(ms) [22.03.2026 17:05:56 100 UTC];"Int_PT10[%MD98]";"Int_FC10[%MD102]";"Int_EV11_CO[%MD106]";"FT10_Int[%MD22]";"PT10_Int[%MD30]"
1103;1774199266470,134024;50000;6577;0;0;50496
1104;1774199266570,107192;50000;6557;0;0;50496
1105;1774199266670,110528;50000;6557;0;0;50496
1106;1774199266770,119592;50000;6536;0;0;50496
1107;1774199266870,122536;50000;6536;0;0;50477
1108;1774199266970,118944;50000;6844;0;-6;50477
1109;1774199267070,123944;50000;6844;0;0;50477
1110;1774199267170,111264;50000;7008;0;0;50477
1111;1774199267270,121320;50000;7008;0;0;50477
1112;1774199267370,112032;50000;6771;0;0;50477
1113;1774199267470,128120;50000;6771;0;0;50496
1114;1774199267570,120464;50000;6312;0;0;50477
1115;1774199267670,122152;50000;6312;0;0;50477
1116;1774199267770,120832;50000;6707;0;0;50477
1117;1774199267870,126120;50000;6707;0;0;50477
1118;1774199267970,107968;50000;6587;0;0;50477
1119;1774199268070,121008;50000;6587;0;0;50477
1120;1774199268170,122760;50000;6516;0;0;50477
1121;1774199268270,134864;50000;6516;0;0;50477
1122;1774199268370,122128;50000;6469;0;0;50477
1123;1774199268470,110696;50000;6469;0;0;50496
1124;1774199268570,108240;50000;6106;0;0;50496
1125;1774199268670,122896;50000;6106;0;0;50477
1126;1774199268770,119968;50000;6221;0;0;50477
1127;1774199268870,123304;50000;6221;0;0;50477
1128;1774199268970,119024;50000;6598;0;0;50477
1129;1774199269070,126672;50000;6598;0;0;50477
1130;1774199269170,111536;50000;6468;0;0;50477
1131;1774199269270,117312;50000;6468;0;0;50477
1132;1774199269370,125016;50000;6392;0;0;50477
1133;1774199269470,112320;50000;6392;0;0;50477
1134;1774199269570,120304;50000;6343;0;0;50477
1135;1774199269670,123176;50000;6343;0;0;50477
1136;1774199269770,119888;50000;6308;0;0;50477
1137;1774199269870,122472;50000;6308;0;0;50477
1138;1774199269970,124688;50000;6279;0;0;50477
1139;1774199270070,123688;50000;6279;0;0;50477
1140;1774199270170,120048;50000;6255;0;0;50477
1141;1774199270270,126232;50000;6255;0;0;50477
1142;1774199270370,122368;50000;6231;0;0;50477
1143;1774199270470,122624;50000;6231;0;0;50477
1144;1774199270570,117216;50000;6209;0;0;50477
1145;1774199270670,122288;50000;6209;0;0;50477
1146;1774199270770,111528;50000;6188;0;0;50477
1147;1774199270870,137864;50000;6188;0;0;50477
1148;1774199270970,108392;50000;6166;0;0;50477
1149;1774199271070,120024;50000;6166;0;0;50477
1150;1774199271170,118496;50000;6145;0;0;50477
1151;1774199271270,121944;50000;6145;0;0;50457
1152;1774199271370,119568;50000;6453;0;0;50477
1153;1774199271470,124360;50000;6453;0;0;50477
1154;1774199271570,112184;50000;5959;0;0;50477
1155;1774199271670,118920;50000;5959;0;0;50457
1156;1774199271770,121256;50000;6338;0;0;50457
1157;1774199271870,127760;50000;6338;0;0;50457
1158;1774199271970,117808;50000;6539;0;0;50457
1159;1774199272070,125568;50000;6539;0;0;50457
1160;1774199272170,117792;50000;6321;0;0;50477
1161;1774199272270,121872;50000;6321;0;0;50477
1162;1774199272370,120680;50000;5542;0;0;50477
1163;1774199272470,138056;50000;5542;0;0;50477
1164;1774199272570,120264;50000;5756;0;0;50457
1165;1774199272670,122672;50000;5756;0;0;50457
1166;1774199272770,126968;50000;6513;0;0;50457
1167;1774199272870,120032;50000;6513;0;0;50457
1168;1774199272970,128800;50000;6266;0;0;50457
1169;1774199273070,134920;50000;6266;0;0;50477
1170;1774199273170,108704;50000;5802;0;0;50477
1171;1774199273270,118496;50000;5802;0;0;50477
1172;1774199273370,118840;50000;5537;0;0;50477
1173;1774199273470,125048;50000;5537;0;0;50477
1174;1774199273570,108352;50000;5703;0;0;50457
1175;1774199273670,123480;50000;5703;0;0;50457
1176;1774199273770,119696;50000;6434;0;0;50457
1177;1774199273870,117608;50000;6434;0;0;50457
1178;1774199273970,132976;50000;6175;0;0;50378
1179;1774199274070,123632;50000;6175;0;0;50378
1180;1774199274170,112384;50000;8667;0;0;50477
1181;1774199274270,125576;50000;8667;0;0;50477
1182;1774199274370,127560;50000;4151;0;0;50457
1183;1774199274470,113064;50000;4151;0;0;50457
1184;1774199274570,121608;50000;5610;0;0;50477
1185;1774199274670,127096;50000;5610;0;0;50477
1186;1774199274770,112896;50000;5060;0;0;50457
1187;1774199274870,118216;50000;5060;0;0;50457
1188;1774199274970,124256;50000;6049;0;0;50457
1189;1774199275070,124368;50000;6049;0;0;50457
1190;1774199275170,120264;50000;5921;0;0;50457
1191;1774199275270,127304;50000;5921;0;0;50477
1192;1774199275370,120304;50000;5516;0;0;50477
1193;1774199275470,112448;50000;5516;0;0;50457
1194;1774199275570,118888;50000;5611;0;0;50457
1195;1774199275670,117152;50000;5611;0;0;50457
1196;1774199275770,119432;50000;5978;0;0;50457
1197;1774199275870,127280;50000;5978;0;0;50457
1198;1774199275970,110560;50000;5844;0;0;50457
1199;1774199276070,121944;50000;5844;0;0;50457
1200;1774199276170,113168;50000;5766;0;0;50457
1201;1774199276270,122944;50000;5766;0;0;50457
1202;1774199276370,121984;50000;5716;0;0;50457
1203;1774199276470,117888;50000;5716;0;0;50457
1204;1774199276570,118064;50000;5681;0;0;50457
1205;1774199276670,117784;50000;5681;0;0;50437
1206;1774199276770,120368;50000;5982;0;0;50417
1207;1774199276870,128624;50000;5982;0;0;50457
1208;1774199276970,121448;50000;6145;0;0;50457
1209;1774199277070,121216;50000;6145;0;0;50457
1210;1774199277170,126000;50000;5249;0;0;50457
1211;1774199277270,123096;50000;5249;0;0;50457
1212;1774199277370,116928;50000;5405;0;0;50457
1213;1774199277470,134904;50000;5405;0;0;50457
1214;1774199277570,119472;50000;5474;0;0;50457
1215;1774199277670,111680;50000;5474;0;0;50457
1216;1774199277770,135896;50000;5499;0;0;50457
1217;1774199277870,117344;50000;5499;0;6;50457
1218;1774199277970,124232;50000;5501;0;0;50457
1219;1774199278070,111840;50000;5501;0;0;50437
1220;1774199278170,107952;50000;5821;0;0;50437
1221;1774199278270,120536;50000;5821;0;0;50437
1222;1774199278370,128552;50000;5993;0;0;50457
1223;1774199278470,124008;50000;5993;0;0;50457
1224;1774199278570,121024;50000;5103;0;0;50457
1225;1774199278670,126000;50000;5103;0;0;50457
1226;1774199278770,119664;50000;5261;0;0;50457
1227;1774199278870,120400;50000;5261;0;0;50457
1228;1774199278970,122984;50000;5331;0;0;50457
1229;1774199279070,121192;50000;5331;0;0;50457
1230;1774199279170,109320;50000;5356;0;0;50457
1231;1774199279270,124920;50000;5356;0;0;50437
1232;1774199279370,134800;50000;5688;0;0;50437
1233;1774199279470,111608;50000;5688;0;0;50457
1234;1774199279570,119392;50000;5537;0;0;50457
1235;1774199279670,128792;50000;5537;0;0;50457
1236;1774199279770,124680;50000;5121;0;0;50457
1237;1774199279870,122120;50000;5121;0;0;50437
1238;1774199279970,120720;50000;5540;0;0;50437
1239;1774199280070,285672;50000;5540;0;0;50457
1240;1774199280170,110800;50000;5432;0;0;50457
1241;1774199280270,112416;50000;5432;0;0;50437
1242;1774199280370,117456;50000;5368;0;0;50437
1243;1774199280470,112736;50000;5368;0;0;50457
1244;1774199280570,126712;50000;5325;0;0;50457
1245;1774199280670,119208;50000;5325;0;0;50457
1246;1774199280770,109680;50000;4965;0;0;50457
1247;1774199280870,119768;50000;4965;0;0;50457
1248;1774199280970,120224;50000;5082;0;0;50437
1249;1774199281070,125288;50000;5082;0;0;50437
1250;1774199281170,110592;50000;5789;0;0;50437
1251;1774199281270,128672;50000;5789;0;0;50437
1252;1774199281370,126648;50000;5518;0;0;50437
1253;1774199281470,111192;50000;5518;0;0;50437
1254;1774199281570,122640;50000;5372;0;0;50437
1255;1774199281670,112352;50000;5372;0;0;50437
1256;1774199281770,119080;50000;5288;0;0;50437
1257;1774199281870,125016;50000;5288;0;0;50437
1258;1774199281970,111136;50000;5236;0;0;50437
1259;1774199282070,122144;50000;5236;0;0;50437
1260;1774199282170,110424;50000;5200;0;0;50417
1261;1774199282270,126664;50000;5200;0;0;50437
1262;1774199282370,111200;50000;5501;0;0;50437
1263;1774199282470,121488;50000;5501;0;0;50437
1264;1774199282570,120824;50000;5005;0;0;50437
1265;1774199282670,123704;50000;5005;0;0;50437
1266;1774199282770,112864;50000;5054;0;0;50437
1267;1774199282870,122504;50000;5054;0;0;50437
1268;1774199282970,117440;50000;5069;0;0;50437
1269;1774199283070,122552;50000;5069;0;0;50437
1270;1774199283170,120360;50000;5068;0;0;50437
1271;1774199283270,121312;50000;5068;0;0;50437
1272;1774199283370,119328;50000;5057;0;0;50437
1273;1774199283470,123736;50000;5057;0;0;50437
1274;1774199283570,121320;50000;5042;0;0;50437
1275;1774199283670,107896;50000;5042;0;0;50437
1276;1774199283770,128856;50000;5025;0;0;50437
1277;1774199283870,123608;50000;5025;0;0;50437
1278;1774199283970,118256;50000;5006;0;0;50437
1279;1774199284070,122600;50000;5006;0;0;50437
1280;1774199284170,119272;50000;4987;0;0;50437
1281;1774199284270,127104;50000;4987;0;0;50437
1282;1774199284370,124968;50000;4968;0;0;50437
1283;1774199284470,136160;50000;4968;0;0;50437
1284;1774199284570,106240;50000;4949;0;0;50437
1285;1774199284670,117848;50000;4949;0;0;50437
1286;1774199284770,126760;50000;4929;0;0;50457
1287;1774199284870,120896;50000;4929;0;0;50338
1288;1774199284970,110176;50000;6227;0;0;50437
1289;1774199285070,127904;50000;6227;0;0;50437
1290;1774199285170,109272;50000;4319;0;0;50437
1291;1774199285270,142048;50000;4319;0;0;50437
1292;1774199285370,120624;50000;4583;0;0;50437
1293;1774199285470,126608;50000;4583;0;0;50437
1294;1774199285570,108776;50000;4706;0;0;50437
1295;1774199285670,125032;50000;4706;0;0;50437
1296;1774199285770,118960;50000;4759;0;0;50437
1297;1774199285870,110008;50000;4759;0;0;50437
1298;1774199285970,119384;50000;4777;0;3;50437
1299;1774199286070,123408;50000;4777;0;0;50437
1300;1774199286170,119432;50000;4776;0;0;50437
1301;1774199286270,123008;50000;4776;0;0;50437
1302;1774199286370,109440;50000;4766;0;0;50437
1303;1774199286470,122552;50000;4766;0;0;50437
1304;1774199286570,122016;50000;4751;0;0;50437
1305;1774199286670,125784;50000;4751;0;0;50457
1306;1774199286770,108816;50000;4404;0;0;50457
1307;1774199286870,128896;50000;4404;0;0;50437
1308;1774199286970,121064;50000;4529;0;0;50437
1309;1774199287070,123296;50000;4529;0;0;50437
1310;1774199287170,120288;50000;4912;0;0;50437
1311;1774199287270,126832;50000;4912;0;0;50417
1312;1774199287370,119488;50000;5115;0;0;50437
1313;1774199287470,127552;50000;5115;0;0;50437
1314;1774199287570,124872;50000;4570;0;0;50437
1315;1774199287670,118216;50000;4570;0;0;50457
1316;1774199287770,117864;50000;4264;0;0;50437
1317;1774199287870,122056;50000;4264;0;0;50437
1318;1774199287970,120536;50000;4739;0;0;50437
1319;1774199288070,121744;50000;4739;0;0;50417
1320;1774199288170,119728;50000;4989;0;0;50437
1321;1774199288270,125608;50000;4989;0;0;50437
