Sample;X(ms) [22.03.2026 17:05:56 100 UTC];"Int_PT10[%MD98]";"Int_FC10[%MD102]";"Int_EV11_CO[%MD106]";"FT10_Int[%MD22]";"PT10_Int[%MD30]"
549;1774199211070,112744;50000;30000;100000;26065;33664
550;1774199211170,123728;50000;30000;100000;26065;33763
551;1774199211270,112416;50000;30000;100000;26331;33763
552;1774199211370,122784;50000;29922;100000;26600;33862
553;1774199211470,137200;50000;29922;100000;26861;33981
554;1774199211570,119000;50000;29255;87249;26861;34100
555;1774199211670,121048;50000;29255;100000;27109;34100
556;1774199211770,128656;50000;28303;66900;27341;34179
557;1774199211870,121376;50000;28303;64134;27572;34298
558;1774199211970,120800;50000;29137;75990;27815;34397
559;1774199212070,122192;50000;29137;71509;27815;34536
560;1774199212170,122696;50000;26671;41931;28061;34536
561;1774199212270,124880;50000;26671;18165;28293;34654
562;1774199212370,119576;50000;28610;49163;28510;34773
563;1774199212470,123752;50000;28610;45389;28510;34892
564;1774199212570,111152;50000;26056;10759;28715;34892
565;1774199212670,128376;50000;26056;0;28915;34991
566;1774199212770,119816;50000;28910;39597;29112;35130
567;1774199212870,124840;50000;28910;35107;29112;35288
568;1774199212970,121408;50000;25206;0;29306;35288
569;1774199213070,119424;50000;25206;0;29499;35407
570;1774199213170,111168;50000;27410;0;29682;35546
571;1774199213270,126000;50000;27410;0;29682;35684
572;1774199213370,125792;50000;24297;0;29864;35684
573;1774199213470,113344;50000;24297;0;30032;35803
574;1774199213570,119232;50000;27121;0;30165;35922
575;1774199213670,126984;50000;27121;0;30266;36060
576;1774199213770,120496;50000;24662;0;30266;36239
577;1774199213870,123080;50000;24662;0;30312;36239
578;1774199213970,127648;50000;23238;0;30266;36357
579;1774199214070,119768;50000;23238;0;30087;36496
580;1774199214170,122392;50000;24310;0;30087;36654
581;1774199214270,133440;50000;24310;0;29737;36654
582;1774199214370,108376;50000;23465;0;29198;36773
583;1774199214470,119104;50000;23465;0;28530;36892
584;1774199214570,125456;50000;24529;21912;28530;37011
585;1774199214670,123448;50000;24529;0;27792;37011
586;1774199214770,120352;50000;25008;48024;27092;37090
587;1774199214870,133840;50000;25008;58479;26398;37189
588;1774199214970,112864;50000;26832;100000;26398;37288
589;1774199215070,124680;50000;26832;60697;25718;37288
590;1774199215170,122328;50000;27128;100000;25055;37367
591;1774199215270,117016;50000;27128;100000;24416;37447
592;1774199215370,120584;50000;28253;100000;24416;37506
593;1774199215470,111768;50000;28253;100000;23782;37506
594;1774199215570,119800;50000;29526;100000;23218;37546
595;1774199215670,118232;50000;29526;100000;22998;37605
596;1774199215770,121992;50000;30000;100000;23076;37704
597;1774199215870,123112;50000;30000;100000;23076;37744
598;1774199215970,120992;50000;29055;100000;23336;37744
599;1774199216070,122464;50000;29055;100000;23666;37843
600;1774199216170,117616;50000;30000;100000;24016;37922
601;1774199216270,123728;50000;30000;100000;24016;37981
602;1774199216370,126240;50000;28372;100000;24375;37981
603;1774199216470,121224;50000;28372;100000;24719;38060
604;1774199216570,121392;50000;30000;100000;25055;38140
605;1774199216670,117752;50000;30000;100000;25055;38219
606;1774199216770,126496;50000;28463;100000;25382;38219
607;1774199216870,124344;50000;28463;95035;25700;38298
608;1774199216970,124520;50000;30000;100000;26007;38397
609;1774199217070,122824;50000;30000;100000;26007;38496
610;1774199217170,120168;50000;27422;86009;26293;38496
611;1774199217270,122888;50000;27422;61961;26554;38595
612;1774199217370,126800;50000;28910;87690;26808;38694
613;1774199217470,123016;50000;28910;85139;26808;38773
614;1774199217570,120560;50000;26759;63419;27060;38773
615;1774199217670,123296;50000;26759;40576;27332;38912
616;1774199217770,122408;50000;28181;59791;27607;39031
617;1774199217870,117032;50000;28181;54186;27856;39150
618;1774199217970,128832;50000;24325;0;27856;39268
619;1774199218070,199144;50000;24325;0;28090;39268
620;1774199218170,112904;50000;24430;0;28310;39407
621;1774199218270,128160;50000;24430;0;28527;39526
622;1774199218370,120456;50000;23711;0;28527;39625
623;1774199218470,117696;50000;23711;0;28744;39625
624;1774199218570,124840;50000;24507;0;28947;39763
625;1774199218670,126256;50000;24507;0;29115;39862
626;1774199218770,111496;50000;23839;0;29115;39981
627;1774199218870,139968;50000;23839;0;29233;39981
628;1774199218970,118976;50000;24015;0;29285;40120
629;1774199219070,123304;50000;24015;0;29245;40219
630;1774199219170,124112;50000;23334;0;29245;40358
631;1774199219270,117984;50000;23334;0;29062;40358
632;1774199219370,125904;50000;22837;0;28683;40437
633;1774199219470,134408;50000;22837;0;28108;40575
634;1774199219570,117824;50000;23745;14252;28108;40694
635;1774199219670,127560;50000;23745;0;27402;40773
636;1774199219770,119640;50000;21488;0;26684;40773
637;1774199219870,128592;50000;21488;8269;25981;40892
638;1774199219970,124384;50000;24381;72938;25301;40991
639;1774199220070,119872;50000;24381;85443;25301;41070
640;1774199220170,109704;50000;22562;3782;24633;41070
641;1774199220270,123200;50000;22562;60640;24094;41150
642;1774199220370,121040;50000;25400;100000;23889;41249
643;1774199220470,120384;50000;25400;99409;23889;41328
644;1774199220570,111160;50000;23584;52700;23976;41328
645;1774199220670,117464;50000;23584;44443;24210;41387
646;1774199220770,128520;50000;26128;77555;24514;41486
647;1774199220870,128992;50000;26128;68236;24514;41565
648;1774199220970,119904;50000;24178;53043;24855;41565
649;1774199221070,124528;50000;24178;21705;25208;41664
650;1774199221170,126648;50000;25680;40613;25535;41764
651;1774199221270,117000;50000;25680;35201;25535;41863
652;1774199221370,128648;50000;22829;2231;25819;41863
653;1774199221470,123800;50000;22829;0;26088;41962
654;1774199221570,118080;50000;24469;0;26374;42061
655;1774199221670,113120;50000;24469;0;26684;42179
656;1774199221770,121880;50000;21662;0;26684;42278
657;1774199221870,123672;50000;21662;0;26950;42278
658;1774199221970,122216;50000;21651;0;27150;42377
659;1774199222070,136200;50000;21651;0;27271;42496
660;1774199222170,111408;50000;21504;0;27271;42595
661;1774199222270,126328;50000;21504;0;27326;42595
662;1774199222370,124080;50000;21285;0;27269;42694
663;1774199222470,110448;50000;21285;0;27046;42793
664;1774199222570,121488;50000;21355;0;27046;42932
665;1774199222670,122984;50000;21355;0;26623;42932
666;1774199222770,118696;50000;19942;0;26039;43031
667;1774199222870,122496;50000;19942;0;25402;43130
668;1774199222970,124520;50000;20329;0;25402;43229
669;1774199223070,118960;50000;20329;0;24748;43229
670;1774199223170,121776;50000;20386;5021;24106;43308
671;1774199223270,122552;50000;20386;13751;23487;43387
672;1774199223370,119144;50000;21259;38852;23487;43447
673;1774199223470,124672;50000;21259;0;22885;43447
674;1774199223570,137656;50000;22273;68600;22289;43526
675;1774199223670,117272;50000;22273;81575;21704;43585
676;1774199223770,133456;50000;22407;97254;21134;43665
677;1774199223870,111008;50000;22407;100000;21134;43704
678;1774199223970,117000;50000;21744;59966;20799;43704
679;1774199224070,135480;50000;21744;91142;20735;43764
680;1774199224170,123184;50000;23928;100000;20929;43823
681;1774199224270,121416;50000;23928;96085;20929;43863
682;1774199224370,120568;50000;23100;97008;21247;43863
683;1774199224470,124112;50000;23100;71079;21606;43922
684;1774199224570,124592;50000;24577;90780;21973;44021
685;1774199224670,113352;50000;24577;85393;21973;44061
686;1774199224770,109264;50000;22070;65016;22329;44061
687;1774199224870,128392;50000;22070;32940;22662;44160
688;1774199224970,121072;50000;23274;49444;22960;44219
689;1774199225070,123616;50000;23274;45485;22960;44318
690;1774199225170,119016;50000;20914;20282;23252;44318
691;1774199225270,124216;50000;20914;0;23553;44397
692;1774199225370,122000;50000;21838;1223;23857;44476
693;1774199225470,136144;50000;21838;0;23857;44575
694;1774199225570,113208;50000;19622;0;24155;44575
695;1774199225670,127544;50000;19622;0;24427;44694
696;1774199225770,120720;50000;20265;0;24653;44793
697;1774199225870,112344;50000;20265;0;24852;44912
698;1774199225970,120864;50000;16873;0;24852;45031
699;1774199226070,124056;50000;16873;0;24997;45031
700;1774199226170,109680;50000;16158;0;25081;45130
701;1774199226270,128496;50000;16158;0;25067;45269
702;1774199226370,112208;50000;15884;0;25067;45368
703;1774199226470,134584;50000;15884;0;24922;45368
704;1774199226570,110064;50000;15520;0;24609;45467
705;1774199226670,121936;50000;15520;0;24109;45566
706;1774199226770,126336;50000;15766;0;24109;45665
707;1774199226870,123360;50000;15766;0;23501;45665
708;1774199226970,120752;50000;15697;0;22894;45744
709;1774199227070,134680;50000;15697;0;22303;45823
710;1774199227170,121648;50000;16453;0;22303;45902
711;1774199227270,127008;50000;16453;0;21719;45902
712;1774199227370,117928;50000;16695;2464;21155;45962
713;1774199227470,111928;50000;16695;7884;20608;46041
714;1774199227570,125008;50000;17333;26129;20608;46120
715;1774199227670,122864;50000;17333;0;20067;46120
716;1774199227770,122080;50000;16891;25753;19540;46160
717;1774199227870,112152;50000;16891;33108;19028;46239
718;1774199227970,125576;50000;17836;59037;18579;46278
719;1774199228070,123416;50000;17836;63877;18579;46318
720;1774199228170,110968;50000;17584;28117;18435;46318
721;1774199228270,126504;50000;17584;39892;18565;46377
722;1774199228370,122120;50000;18989;44431;18877;46417
723;1774199228470,123440;50000;18989;25403;18877;46477
724;1774199228570,121496;50000;18038;28058;19265;46477
725;1774199228670,112208;50000;18038;0;19679;46536
726;1774199228770,108056;50000;18757;0;20101;46615
727;1774199228870,122256;50000;18757;0;20101;46675
728;1774199228970,133576;50000;16448;0;20527;46675
729;1774199229070,113232;50000;16448;0;20938;46754
730;1774199229170,109032;50000;17384;0;21319;46833
731;1774199229270,122120;50000;17384;0;21319;46912
732;1774199229370,118984;50000;14832;0;21684;46912
733;1774199229470,123192;50000;14832;0;22017;47011
734;1774199229570,127200;50000;15601;0;22300;47090
735;1774199229670,112040;50000;15601;0;22488;47170
736;1774199229770,597688;50000;13249;0;22488;47269
737;1774199229870,121416;50000;13249;0;22558;47269
738;1774199229970,120816;50000;12778;0;22448;47368
739;1774199230070,122184;50000;12778;0;22159;47427
740;1774199230170,126752;50000;12656;0;22159;47526
741;1774199230270,111520;50000;12656;0;21696;47526
742;1774199230370,125296;50000;12399;0;21160;47605
743;1774199230470,127456;50000;12399;0;20613;47764
744;1774199230570,118104;50000;11082;0;20613;47764
745;1774199230670,117320;50000;11082;0;20084;47764
746;1774199230770,125184;50000;12789;0;19560;47803
747;1774199230870,119600;50000;12789;0;19048;47882
748;1774199230970,109168;50000;13547;0;19048;47942
749;1774199231070,416448;50000;13547;0;18553;47942
750;1774199231170,111424;50000;13164;0;18073;48001
751;1774199231270,123088;50000;13164;0;17601;48061
752;1774199231370,126112;50000;13150;0;17601;48100
753;1774199231470,121472;50000;13150;0;17141;48140
754;1774199231570,109008;50000;13011;0;16684;48140
755;1774199231670,112104;50000;13011;1308;16250;48180
756;1774199231770,113048;50000;14453;33028;15825;48219
757;1774199231870,128704;50000;14453;40184;15825;48279
758;1774199231970,121304;50000;13500;0;15420;48279
759;1774199232070,125216;50000;13500;28273;15023;48298
760;1774199232170,112760;50000;14527;54375;14644;48338
761;1774199232270,122560;50000;14527;61571;14644;48378
762;1774199232370,116872;50000;14019;26335;14372;48378
763;1774199232470,117144;50000;14019;50119;14433;48397
764;1774199232570,125296;50000;14978;44514;14792;48437
765;1774199232670,139080;50000;14978;16824;14792;48477
766;1774199232770,120104;50000;14125;24545;15289;48477
767;1774199232870,123696;50000;14125;0;15833;48536
768;1774199232970,127168;50000;14248;0;16398;48576
769;1774199233070,127632;50000;14248;0;16398;48635
770;1774199233170,119696;50000;12601;0;16976;48635
771;1774199233270,128528;50000;12601;0;17538;48675
772;1774199233370,124760;50000;13248;0;18073;48774
773;1774199233470,125016;50000;13248;0;18553;48813
774;1774199233570,125904;50000;10546;0;18553;48892
775;1774199233670,113152;50000;10546;0;18990;48892
776;1774199233770,117808;50000;10249;0;19372;48972
777;1774199233870,122944;50000;10249;0;19667;49051
778;1774199233970,125592;50000;9269;0;19667;49150
779;1774199234070,111256;50000;9269;0;19847;49150
780;1774199234170,119432;50000;7903;0;19864;49249
781;1774199234270,127784;50000;7903;0;19711;49328
782;1774199234370,110072;50000;6958;0;19711;49387
783;1774199234470,122000;50000;6958;0;19384;49387
784;1774199234570,118888;50000;7539;0;18924;49486
785;1774199234670,112208;50000;7539;0;18443;49566
786;1774199234770,119232;50000;6336;0;18443;49645
787;1774199234870,122344;50000;6336;0;17963;49645
788;1774199234970,127960;50000;6122;0;17491;49704
789;1774199235070,109856;50000;6122;0;17031;49764
790;1774199235170,124392;50000;6776;0;17031;49823
791;1774199235270,122424;50000;6776;0;16583;49823
792;1774199235370,119024;50000;6938;0;16143;49883
793;1774199235470,128624;50000;6938;0;15718;49922
794;1774199235570,126920;50000;7178;0;15307;49962
795;1774199235670,119128;50000;7178;0;15307;50021
796;1774199235770,121440;50000;6817;0;14910;50021
797;1774199235870,111232;50000;6817;0;14531;50081
798;1774199235970,117272;50000;7446;0;14158;50120
799;1774199236070,137520;50000;7446;0;14158;50140
800;1774199236170,109024;50000;6989;0;13788;50140
801;1774199236270,121320;50000;6989;0;13429;50180
802;1774199236370,126504;50000;8244;0;13079;50199
803;1774199236470,124080;50000;8244;0;13079;50239
804;1774199236570,110592;50000;7831;0;12743;50239
805;1774199236670,122648;50000;7831;0;12410;50259
806;1774199236770,117912;50000;8487;0;12098;50279
807;1774199236870,119912;50000;8487;0;12098;50318
808;1774199236970,118856;50000;8097;0;11782;50318
809;1774199237070,126952;50000;8097;0;11476;50338
810;1774199237170,110312;50000;8455;0;11169;50358
811;1774199237270,122416;50000;8455;0;10874;50378
812;1774199237370,123216;50000;8240;0;10874;50397
813;1774199237470,110864;50000;8240;0;10587;50397
814;1774199237570,121960;50000;8375;0;10312;50417
815;1774199237670,123408;50000;8375;0;10052;50437
816;1774199237770,118808;50000;8377;0;10052;50457
817;1774199237870,125264;50000;8377;0;9795;50457
818;1774199237970,123424;50000;8309;0;9540;50457
819;1774199238070,120512;50000;8309;0;9291;50457
820;1774199238170,112416;50000;9194;0;9291;50477
821;1774199238270,136128;50000;9194;0;9051;50477
822;1774199238370,120944;50000;8974;0;8817;50477
823;1774199238470,123208;50000;8974;0;8594;50496
824;1774199238570,118768;50000;9142;0;8594;50536
825;1774199238670,111816;50000;9142;0;8371;50536
826;1774199238770,122416;50000;7881;0;8154;50516
827;1774199238870,122568;50000;7881;0;7934;50536
828;1774199238970,118024;50000;9108;0;7934;50536
829;1774199239070,123344;50000;9108;0;7726;50536
830;1774199239170,121320;50000;9079;0;7523;50516
831;1774199239270,120152;50000;9079;0;7321;50536
832;1774199239370,112240;50000;9691;0;7130;50536
833;1774199239470,129360;50000;9691;0;7130;50556
834;1774199239570,368216;50000;9021;0;6947;50556
835;1774199239670,123216;50000;9021;0;6768;50556
836;1774199239770,110256;50000;8960;0;6594;50556
837;1774199239870,125224;50000;8960;0;6594;50576
838;1774199239970,124120;50000;8898;0;6424;50576
839;1774199240070,135880;50000;8898;0;6262;50576
840;1774199240170,127568;50000;8834;0;6102;50576
841;1774199240270,112424;50000;8834;0;6102;50576
842;1774199240370,120416;50000;9099;0;5943;50576
843;1774199240470,127432;50000;9099;0;5787;50576
844;1774199240570,119560;50000;9220;0;5637;50595
845;1774199240670,112464;50000;9220;0;5637;50595
846;1774199240770,126312;50000;8611;0;5492;50595
847;1774199240870,112792;50000;8611;0;5347;50595
848;1774199240970,120664;50000;8908;0;5205;50576
849;1774199241070,112960;50000;8908;0;5205;50576
850;1774199241170,111064;50000;9705;0;5069;50576
851;1774199241270,123912;50000;9705;0;4936;50576
852;1774199241370,112456;50000;9475;0;4809;50496
853;1774199241470,121144;50000;9475;0;4685;50595
854;1774199241570,110584;50000;10334;0;4685;50595
855;1774199241670,124096;50000;10334;0;4563;50595
856;1774199241770,121416;50000;8182;0;4444;50576
857;1774199241870,122064;50000;8182;0;4326;50595
858;1774199241970,118832;50000;8957;0;4326;50595
859;1774199242070,120840;50000;8957;0;4216;50595
860;1774199242170,122088;50000;8697;0;4106;50576
861;1774199242270,124528;50000;8697;0;4005;50576
862;1774199242370,120792;50000;9521;0;4005;50576
863;1774199242470,110472;50000;9521;0;3903;50576
864;1774199242570,111328;50000;9306;0;3799;50595
865;1774199242670,137360;50000;9306;0;3701;50595
866;1774199242770,119632;50000;8526;0;3701;50595
867;1774199242870,110936;50000;8526;0;3602;50595
868;1774199242970,126912;50000;8737;0;3507;50576
869;1774199243070,121952;50000;8737;0;3414;50576
870;1774199243170,110952;50000;9490;0;3414;50576
871;1774199243270,125728;50000;9490;0;3325;50576
872;1774199243370,122000;50000;9238;0;3235;50576
873;1774199243470,120440;50000;9238;0;3154;50576
874;1774199243570,118528;50000;9099;0;3070;50576
875;1774199243670,112200;50000;9099;0;3070;50595
876;1774199243770,110496;50000;8686;0;2992;50595
877;1774199243870,122376;50000;8686;0;2914;50576
878;1774199243970,310624;50000;8774;0;2841;50576
879;1774199244070,111120;50000;8774;0;2841;50615
880;1774199244170,118424;50000;8476;0;2766;50615
881;1774199244270,121968;50000;8476;0;2697;50576
882;1774199244370,110424;50000;8622;0;2627;50576
883;1774199244470,121544;50000;8622;0;2627;50576
884;1774199244570,118008;50000;9341;0;2558;50576
885;1774199244670,112232;50000;9341;0;2491;50576
886;1774199244770,122120;50000;9073;0;2425;50576
887;1774199244870,124056;50000;9073;0;2425;50576
888;1774199244970,112368;50000;8925;0;2361;50576
889;1774199245070,111328;50000;8925;0;2297;50556
890;1774199245170,122664;50000;9166;0;2254;50576
891;1774199245270,110936;50000;9166;0;2182;50576
892;1774199245370,126368;50000;8637;0;2182;50576
893;1774199245470,125096;50000;8637;0;2127;50576
894;1774199245570,118648;50000;8666;0;2075;50576
895;1774199245670,122104;50000;8666;0;2020;50576
896;1774199245770,126464;50000;8668;0;2020;50576
897;1774199245870,120688;50000;8668;0;1968;50576
898;1774199245970,120088;50000;8656;0;1916;50576
899;1774199246070,121832;50000;8656;0;1866;50556
900;1774199246170,110352;50000;8967;0;1866;50576
901;1774199246270,121616;50000;8967;0;1820;50576
902;1774199246370,120696;50000;8473;0;1774;50576
903;1774199246470,113064;50000;8473;0;1730;50576
904;1774199246570,134088;50000;8520;0;1730;50576
905;1774199246670,117248;50000;8520;0;1684;50576
906;1774199246770,125280;50000;8531;0;1641;50576
907;1774199246870,117008;50000;8531;0;1597;50576
908;1774199246970,120696;50000;8524;0;1597;50556
909;1774199247070,134104;50000;8524;0;1554;50556
910;1774199247170,118744;50000;9166;0;1516;50556
911;1774199247270,123904;50000;9166;0;1476;50556
912;1774199247370,132872;50000;8859;0;1438;50576
913;1774199247470,121384;50000;8859;0;1438;50556
914;1774199247570,117896;50000;8363;0;1403;50556
915;1774199247670,121416;50000;8363;0;1366;50556
916;1774199247770,121296;50000;8738;0;1331;50556
917;1774199247870,112112;50000;8738;0;1331;50556
918;1774199247970,129080;50000;8605;0;1299;50556
919;1774199248070,112888;50000;8605;0;1264;50556
920;1774199248170,124696;50000;8526;0;1233;50556
921;1774199248270,120896;50000;8526;0;1233;50556
922;1774199248370,120120;50000;8474;0;1068;50556
923;1774199248470,110320;50000;8474;0;0;50556
924;1774199248570,117224;50000;8435;0;0;50556
925;1774199248670,113200;50000;8435;0;0;50556
926;1774199248770,117800;50000;8403;0;0;50556
927;1774199248870,120888;50000;8403;0;0;50556
928;1774199248970,111256;50000;8375;0;0;50556
929;1774199249070,120704;50000;8375;0;0;50556
930;1774199249170,110168;50000;8348;0;0;50556
931;1774199249270,127696;50000;8348;0;0;50556
932;1774199249370,125000;50000;8323;0;0;50556
933;1774199249470,124176;50000;8323;0;0;50556
934;1774199249570,120040;50000;8297;0;0;50556
935;1774199249670,122488;50000;8297;0;0;50556
936;1774199249770,122856;50000;8272;0;0;50556
937;1774199249870,121840;50000;8272;0;0;50556
938;1774199249970,119808;50000;8247;0;0;50556
939;1774199250070,111792;50000;8247;0;0;50556
940;1774199250170,121336;50000;8222;0;0;50556
941;1774199250270,112896;50000;8222;0;0;50556
942;1774199250370,124760;50000;8198;0;0;50556
943;1774199250470,113192;50000;8198;0;0;50556
944;1774199250570,118776;50000;8173;0;0;50536
945;1774199250670,110248;50000;8173;0;0;50536
946;1774199250770,110448;50000;8806;0;0;50536
947;1774199250870,112256;50000;8806;0;0;50536
948;1774199250970,117024;50000;8496;0;0;50536
949;1774199251070,109680;50000;8496;0;0;50536
950;1774199251170,120224;50000;8327;0;0;50556
951;1774199251270,120192;50000;8327;0;0;50536
952;1774199251370,138616;50000;7900;0;0;50536
953;1774199251470,122800;50000;7900;0;0;50536
954;1774199251570,118680;50000;8311;0;0;50536
955;1774199251670,121072;50000;8311;0;0;50536
956;1774199251770,127800;50000;8198;0;0;50536
957;1774199251870,113288;50000;8198;0;0;50536
958;1774199251970,119248;50000;8128;0;0;50536
959;1774199252070,134216;50000;8128;0;0;50556
960;1774199252170,112864;50000;7752;0;0;50556
961;1774199252270,109712;50000;7752;0;0;50457
962;1774199252370,120568;50000;9176;0;0;50556
963;1774199252470,123744;50000;9176;0;0;50536
964;1774199252570,121832;50000;7330;0;0;50536
965;1774199252670,122440;50000;7330;0;0;50536
966;1774199252770,120376;50000;7952;0;0;50536
967;1774199252870,140280;50000;7952;0;0;50536
968;1774199252970,105808;50000;7945;0;0;50536
969;1774199253070,124880;50000;7945;0;0;50536
970;1774199253170,121432;50000;7930;0;3;50536
971;1774199253270,122560;50000;7930;0;0;50536
972;1774199253370,124960;50000;7910;0;0;50536
973;1774199253470,122616;50000;7910;0;0;50536
974;1774199253570,120200;50000;7889;0;0;50536
975;1774199253670,121264;50000;7889;0;0;50536
976;1774199253770,119424;50000;7866;0;0;50536
977;1774199253870,123600;50000;7866;0;0;50536
978;1774199253970,128824;50000;7842;0;0;50536
979;1774199254070,113184;50000;7842;0;0;50536
980;1774199254170,122112;50000;7819;0;0;50536
981;1774199254270,126696;50000;7819;0;0;50536
982;1774199254370,121168;50000;7795;0;0;50536
983;1774199254470,122864;50000;7795;0;0;50536
984;1774199254570,120496;50000;7771;0;0;50536
985;1774199254670,133744;50000;7771;0;0;50536
986;1774199254770,111256;50000;7747;0;0;50536
987;1774199254870,124216;50000;7747;0;0;50496
988;1774199254970,122328;50000;8382;0;0;50556
989;1774199255070,117576;50000;8382;0;0;50556
990;1774199255170,120792;50000;6755;0;0;50536
991;1774199255270,126000;50000;6755;0;0;50536
992;1774199255370,120816;50000;7817;0;0;50536
993;1774199255470,112704;50000;7817;0;0;50536
994;1774199255570,125112;50000;7723;0;0;50536
995;1774199255670,112600;50000;7723;0;0;50536
996;1774199255770,123128;50000;7664;0;0;50536
997;1774199255870,122888;50000;7664;0;0;50516
998;1774199255970,118352;50000;7951;0;0;50516
999;1774199256070,113192;50000;7951;0;-6;50516
1000;1774199256170,120632;50000;8105;0;0;50516
1001;1774199256270,121448;50000;8105;0;0;50516
1002;1774199256370,111584;50000;7861;0;0;50516
1003;1774199256470,137168;50000;7861;0;0;50516
1004;1774199256570,119928;50000;7726;0;0;50516
1005;1774199256670,108568;50000;7726;0;0;50516
1006;1774199256770,108760;50000;7647;0;0;50516
1007;1774199256870,126960;50000;7647;0;0;50516
1008;1774199256970,111488;50000;7595;0;0;50516
1009;1774199257070,120664;50000;7595;0;0;50516
1010;1774199257170,111160;50000;7558;0;0;50516
1011;1774199257270,138536;50000;7558;0;0;50516
1012;1774199257370,111088;50000;7527;0;0;50516
1013;1774199257470,120464;50000;7527;0;0;50516
1014;1774199257570,109760;50000;7501;0;0;50516
1015;1774199257670,126568;50000;7501;0;0;50516
1016;1774199257770,122288;50000;7476;0;0;50516
1017;1774199257870,112024;50000;7476;0;0;50516
1018;1774199257970,110864;50000;7452;0;0;50516
1019;1774199258070,122704;50000;7452;0;0;50516
1020;1774199258170,119960;50000;7428;0;0;50516
1021;1774199258270,123024;50000;7428;0;0;50536
1022;1774199258370,120832;50000;7076;0;0;50516
1023;1774199258470,112248;50000;7076;0;0;50516
1024;1774199258570,121432;50000;7525;0;0;50516
1025;1774199258670,132992;50000;7525;0;0;50516
1026;1774199258770,120336;50000;7431;0;0;50516
1027;1774199258870,109520;50000;7431;0;0;50516
1028;1774199258970,119616;50000;7372;0;0;50516
1029;1774199259070,111024;50000;7372;0;0;50516
1030;1774199259170,108512;50000;7331;0;0;50516
1031;1774199259270,133032;50000;7331;0;0;50516
1032;1774199259370,110056;50000;7299;0;0;50516
1033;1774199259470,122704;50000;7299;0;0;50516
1034;1774199259570,124576;50000;7271;0;0;50516
1035;1774199259670,111416;50000;7271;0;0;50516
1036;1774199259770,122064;50000;7245;0;0;50516
1037;1774199259870,120672;50000;7245;0;0;50516
1038;1774199259970,119056;50000;7221;0;0;50516
1039;1774199260070,110792;50000;7221;0;0;50516
1040;1774199260170,122336;50000;7197;0;0;50516
1041;1774199260270,124752;50000;7197;0;0;50516
1042;1774199260370,119504;50000;7174;0;0;50536
1043;1774199260470,129040;50000;7174;0;0;50516
1044;1774199260570,128400;50000;6822;0;0;50516
1045;1774199260670,112288;50000;6822;0;0;50516
1046;1774199260770,133976;50000;7271;0;0;50516
1047;1774199260870,122512;50000;7271;0;0;50516
1048;1774199260970,120912;50000;7177;0;0;50516
1049;1774199261070,123928;50000;7177;0;0;50516
1050;1774199261170,117824;50000;7118;0;0;50496
1051;1774199261270,121952;50000;7118;0;0;50496
1052;1774199261370,118992;50000;7735;0;0;50496
1053;1774199261470,123040;50000;7735;0;0;50496
1054;1774199261570,119944;50000;7417;0;0;50496
1055;1774199261670,120296;50000;7417;0;0;50516
1056;1774199261770,119560;50000;6916;0;0;50516
1057;1774199261870,119136;50000;6916;0;0;50516
1058;1774199261970,119160;50000;6632;0;0;50496
1059;1774199262070,127896;50000;6632;0;0;50496
1060;1774199262170,124776;50000;7445;0;0;50516
1061;1774199262270,128128;50000;7445;0;0;50516
1062;1774199262370,381736;50000;6567;0;0;50496
1063;1774199262470,117264;50000;6567;0;0;50496
1064;1774199262570,119160;50000;7390;0;0;50516
1065;1774199262670,123152;50000;7390;0;0;50516
1066;1774199262770,121088;50000;6517;0;0;50516
1067;1774199262870,122448;50000;6517;0;0;50496
1068;1774199262970,124592;50000;7013;0;0;50516
1069;1774199263070,121232;50000;7013;0;0;50397
1070;1774199263170,122976;50000;8589;0;0;50397
1071;1774199263270,123752;50000;8589;0;0;50496
1072;1774199263370,119512;50000;8157;0;0;50496
1073;1774199263470,123136;50000;8157;0;0;50496
1074;1774199263570,124512;50000;5973;0;0;50496
1075;1774199263670,126160;50000;5973;0;0;50516
1076;1774199263770,111328;50000;6076;0;0;50496
1077;1774199263870,119032;50000;6076;0;0;50516
1078;1774199263970,123416;50000;6426;0;0;50516
1079;1774199264070,121752;50000;6426;0;-3;50496
1080;1774199264170,110064;50000;6593;0;0;50496
1081;1774199264270,126776;50000;6593;0;0;50496
1082;1774199264370,120416;50000;6995;0;0;50496
1083;1774199264470,127256;50000;6995;0;0;50496
1084;1774199264570,122504;50000;6878;0;0;50496
1085;1774199264670,121096;50000;6878;0;0;50496
1086;1774199264770,118232;50000;6808;0;0;50496
1087;1774199264870,120328;50000;6808;0;0;50496
1088;1774199264970,126760;50000;6761;0;0;50496
1089;1774199265070,109976;50000;6761;0;0;50477
1090;1774199265170,109816;50000;7056;0;0;50496
1091;1774199265270,123584;50000;7056;0;0;50496
1092;1774199265370,106624;50000;6556;0;0;50496
1093;1774199265470,120368;50000;6556;0;0;50496
1094;1774199265570,124664;50000;6601;0;0;50496
1095;1774199265670,112168;50000;6601;0;0;50496
1096;1774199265770,120992;50000;6613;0;0;50477
1097;1774199265870,135032;50000;6613;0;0;50516
1098;1774199265970,112088;50000;6608;0;0;50496
1099;1774199266070,120240;50000;6608;0;0;50496
1100;1774199266170,121336;50000;6595;0;0;50496
1101;1774199266270,123200;50000;6595;0;0;50496
1102;1774199266370,112224;50000;6577;0;0;50496
