Sample;X(ms) [22.03.2026 15:55:44 279 UTC];"Int_R_deseado[%MD70]";"Int_R_Real[%MD74]";"Int_G120[%MD58]";"Int_ST_FC11[%MD78]";"FT10_Int[%MD22]";"FT11_Int[%MD26]"
1000;1774195044370,023752;250;245;14886;8743;34974;8573
1001;1774195044470,015112;250;245;14864;8743;34977;8573
1002;1774195044570,017000;250;245;14897;8744;34977;8576
1003;1774195044670,016200;250;245;14871;8744;34980;8576
1004;1774195044770,021608;250;245;14902;8745;34980;8576
1005;1774195044870,016752;250;245;14922;8745;34983;8576
1006;1774195044970,025352;250;245;14938;8746;34983;8576
1007;1774195045070,037856;250;245;14948;8746;34986;8579
1008;1774195045170,021848;250;245;14908;8746;34986;8582
1009;1774195045270,015568;250;245;14880;8746;34991;8585
1010;1774195045370,026768;500;245;14863;8748;34991;8585
1011;1774195045470,023064;500;245;27459;17496;34991;8582
1012;1774195045570,014976;500;245;27641;17496;34997;8585
1013;1774195045670,016168;500;245;27709;17499;34994;8600
1014;1774195045770,026712;500;246;27594;17497;34991;8600
1015;1774195045870,023360;500;246;27785;17496;34991;8675
1016;1774195045970,015504;500;248;26704;17496;34988;8834
1017;1774195046070,015912;500;252;24584;17494;34986;9077
1018;1774195046170,016696;500;259;21725;17493;34983;9077
1019;1774195046270,015760;500;259;23748;17491;34983;9401
1020;1774195046370,023456;500;269;19750;17491;34983;9708
1021;1774195046470,025032;500;278;17224;17491;34986;10000
1022;1774195046570,026696;500;286;15636;17493;34988;10000
1023;1774195046670,021024;500;286;19284;17494;34988;10252
1024;1774195046770,025752;500;293;17558;17494;34988;10451
1025;1774195046870,024464;500;299;17154;17494;34988;10602
1026;1774195046970,030400;500;303;17610;17494;34991;10602
1027;1774195047070,025088;500;303;20347;17496;34991;10723
1028;1774195047170,022728;500;306;20175;17496;34991;10804
1029;1774195047270,017120;500;309;20686;17496;34991;10885
1030;1774195047370,027048;500;311;21004;17496;34994;10998
1031;1774195047470,026000;500;314;20668;17497;34991;10998
1032;1774195047570,014496;500;314;22272;17496;34991;11140
1033;1774195047670,032320;500;318;21013;17496;34991;11291
1034;1774195047770,022816;500;323;19974;17496;34988;11453
1035;1774195047870,026128;500;327;19025;17494;34986;11453
1036;1774195047970,016896;500;327;21010;17493;34986;11612
1037;1774195048070,015616;500;332;19713;17493;34983;11736
1038;1774195048170,025232;500;335;19355;17491;34980;11852
1039;1774195048270,026224;500;339;19209;17490;34974;11852
1040;1774195048370,016440;500;339;20982;17487;34974;11956
1041;1774195048470,016608;500;342;20457;17487;34968;12052
1042;1774195048570,023896;500;345;20208;17484;34965;12150
1043;1774195048670,021032;500;347;19960;17483;34965;12150
1044;1774195048770,014784;500;347;21392;17483;34965;12269
1045;1774195048870,021888;500;351;20396;17483;34965;12364
1046;1774195048970,025504;500;354;20069;17483;34959;12477
1047;1774195049070,021272;500;357;19523;17480;34957;12477
1048;1774195049170,016000;500;357;20986;17478;34957;12590
1049;1774195049270,026512;500;360;20107;17478;34951;12685
1050;1774195049370,021672;500;363;19759;17475;34945;12778
1051;1774195049470,023096;500;366;19538;17473;34945;12870
1052;1774195049570,012528;500;368;19356;17473;34942;12870
1053;1774195049670,021368;500;368;20733;17471;34942;12954
1054;1774195049770,022032;500;371;20275;17471;34936;13030
1055;1774195049870,024408;500;373;20079;17468;34931;13111
1056;1774195049970,028680;500;375;19824;17465;34925;13111
1057;1774195050070,021024;500;375;20967;17462;34925;13192
1058;1774195050170,023208;500;378;20402;17462;34922;13267
1059;1774195050270,182720;500;380;20089;17461;34919;13348
1060;1774195050370,027848;500;382;19757;17459;34913;13348
1061;1774195050470,016528;500;382;20846;17457;34913;13429
1062;1774195050570,015832;500;385;20245;17457;34907;13501
1063;1774195050670,026864;500;387;19953;17454;34907;13576
1064;1774195050770,015576;500;389;19687;17454;34905;13576
1065;1774195050870,026216;500;389;20727;17452;34905;13652
1066;1774195050970,025400;500;391;20186;17452;34905;13718
1067;1774195051070,016424;500;393;19942;17452;34905;13785
1068;1774195051170,016768;500;395;19755;17452;34902;13785
1069;1774195051270,013688;500;395;20708;17451;34902;13848
1070;1774195051370,024872;500;397;20300;17451;34902;13912
1071;1774195051470,038112;500;399;20007;17451;34902;13979
1072;1774195051570,014952;500;401;19740;17451;34905;14048
1073;1774195051670,014832;500;402;19491;17452;34905;14048
1074;1774195051770,016408;500;402;20449;17452;34905;14109
1075;1774195051870,016336;500;404;20091;17452;34905;14155
1076;1774195051970,022840;500;406;20070;17452;34905;14207
1077;1774195052070,016432;500;407;19946;17452;34899;14207
1078;1774195052170,015760;500;407;20705;17449;34899;14259
1079;1774195052270,021392;500;409;20361;17449;34893;14311
1080;1774195052370,027176;500;410;20111;17446;34899;14369
1081;1774195052470,015480;500;412;19837;17449;34902;14369
1082;1774195052570,015440;500;412;20593;17451;34902;14430
1083;1774195052670,016960;500;413;20097;17451;34905;14479
1084;1774195052770,016168;500;415;19939;17452;34905;14531
1085;1774195052870,016400;500;416;19767;17452;34902;14531
1086;1774195052970,016752;500;416;20495;17451;34902;14578
1087;1774195053070,030536;500;418;20224;17451;34899;14618
1088;1774195053170,030088;500;419;20122;17449;34896;14659
1089;1774195053270,015664;500;420;20040;17448;34890;14659
1090;1774195053370,022104;500;420;20643;17445;34896;14705
1091;1774195053470,022416;500;421;20293;17448;34896;14751
1092;1774195053570,043248;500;423;20042;17448;34899;14795
1093;1774195053670,025096;500;424;19908;17449;34902;14841
1094;1774195053770,030288;500;425;19757;17451;34902;14841
1095;1774195053870,016200;500;425;20406;17451;34902;14878
1096;1774195053970,021592;500;426;20224;17451;34905;14910
1097;1774195054070,016280;500;427;20189;17452;34902;14942
1098;1774195054170,016936;500;428;20154;17451;34902;14942
1099;1774195054270,017296;500;428;20651;17451;34902;14977
1100;1774195054370,021448;500;429;20415;17451;34907;15012
1101;1774195054470,026296;500;430;20252;17454;34907;15046
1102;1774195054570,015208;500;431;20131;17454;34910;15046
1103;1774195054670,016616;500;431;20617;17455;34910;15084
1104;1774195054770,015776;500;432;20324;17455;34910;15122
1105;1774195054870,020912;500;433;20118;17455;34910;15156
1106;1774195054970,016784;500;434;20015;17455;34916;15156
1107;1774195055070,015616;500;434;20516;17458;34916;15194
1108;1774195055170,024792;500;435;20231;17458;34916;15226
1109;1774195055270,025624;500;436;20125;17458;34916;15260
1110;1774195055370,024088;500;437;19996;17458;34913;15260
1111;1774195055470,028832;500;437;20473;17457;34913;15289
1112;1774195055570,021816;500;438;20320;17457;34913;15315
1113;1774195055670,016968;500;439;20258;17457;34913;15341
1114;1774195055770,025992;500;439;20210;17457;34916;15376
1115;1774195055870,017288;500;440;20029;17458;34919;15376
1116;1774195055970,023480;500;440;20474;17459;34919;15405
1117;1774195056070,015096;500;441;20296;17459;34919;15428
1118;1774195056170,026432;500;442;20265;17459;34922;15457
1119;1774195056270,016280;500;443;20145;17461;34922;15457
1120;1774195056370,021744;500;443;20535;17461;34922;15486
1121;1774195056470,022664;500;443;20322;17461;34919;15506
1122;1774195056570,015968;500;444;20314;17459;34922;15532
1123;1774195056670,021152;500;445;20211;17461;34925;15532
1124;1774195056770,026376;500;445;20568;17462;34925;15564
1125;1774195056870,015424;500;446;20284;17462;34928;15590
1126;1774195056970,022936;500;446;20182;17464;34931;15613
1127;1774195057070,022048;500;447;20155;17465;34933;15613
1128;1774195057170,021336;500;447;20516;17467;34933;15639
1129;1774195057270,024152;500;448;20330;17467;34936;15660
1130;1774195057370,026128;500;448;20296;17468;34936;15683
1131;1774195057470,029744;500;449;20220;17468;34933;15683
1132;1774195057570,024640;500;449;20544;17467;34933;15703
1133;1774195057670,022904;500;450;20432;17467;34933;15723
1134;1774195057770,027600;500;450;20353;17467;34936;15747
1135;1774195057870,016208;500;451;20250;17468;34936;15767
1136;1774195057970,021752;500;451;20221;17468;34936;15767
1137;1774195058070,015632;500;451;20533;17468;34936;15784
1138;1774195058170,015752;500;452;20459;17468;34939;15802
1139;1774195058270,024696;500;452;20409;17470;34939;15822
1140;1774195058370,023336;500;453;20322;17470;34936;15822
1141;1774195058470,016240;500;453;20594;17468;34936;15842
1142;1774195058570,016256;500;453;20446;17468;34936;15859
1143;1774195058670,021832;500;454;20390;17468;34942;15880
1144;1774195058770,027720;500;454;20306;17471;34939;15880
1145;1774195058870,024904;500;454;20576;17470;34939;15900
1146;1774195058970,033072;500;455;20426;17470;34945;15917
1147;1774195059070,021576;500;455;20374;17473;34948;15940
1148;1774195059170,021680;500;456;20239;17474;34948;15940
1149;1774195059270,016136;500;456;20524;17474;34948;15958
1150;1774195059370,017288;500;457;20431;17474;34945;15972
1151;1774195059470,030720;500;457;20412;17473;34942;15992
1152;1774195059570,014192;500;458;20300;17471;34945;16007
1153;1774195059670,026384;500;458;20319;17473;34951;16007
1154;1774195059770,015848;500;458;20571;17475;34951;16024
1155;1774195059870,014984;500;458;20455;17475;34951;16039
1156;1774195059970,023504;500;459;20421;17475;34948;16053
1157;1774195060070,022856;500;459;20393;17474;34951;16053
1158;1774195060170,022664;500;459;20616;17475;34951;16073
1159;1774195060270,038632;500;460;20432;17475;34948;16088
1160;1774195060370,022944;500;460;20398;17474;34948;16105
1161;1774195060470,025968;500;461;20325;17474;34948;16105
1162;1774195060570,025672;500;461;20560;17474;34948;16123
1163;1774195060670,030272;500;461;20434;17474;34948;16137
1164;1774195060770,021232;500;462;20393;17474;34951;16152
1165;1774195060870,025080;500;462;20365;17475;34948;16152
1166;1774195060970,023880;500;462;20580;17474;34948;16163
1167;1774195061070,273096;500;462;20538;17474;34948;16181
1168;1774195061170,026056;500;463;20412;17474;34948;16192
1169;1774195061270,024936;500;463;20419;17474;34948;16192
1170;1774195061370,026552;500;463;20615;17474;34948;16201
1171;1774195061470,016824;500;464;20606;17474;34951;16212
1172;1774195061570,016944;500;464;20554;17475;34945;16221
1173;1774195061670,014856;500;464;20560;17473;34945;16221
1174;1774195061770,017280;500;464;20711;17473;34945;16233
1175;1774195061870,024576;500;465;20625;17473;34948;16247
1176;1774195061970,021640;500;465;20519;17474;34945;16267
1177;1774195062070,024696;500;466;20347;17473;34942;16282
1178;1774195062170,024696;500;466;20320;17471;34942;16282
1179;1774195062270,016944;500;466;20540;17471;34942;16299
1180;1774195062370,029328;500;466;20403;17471;34939;16302
1181;1774195062470,025312;500;467;20544;17470;34936;16305
1182;1774195062570,016760;500;467;20641;17468;34939;16305
1183;1774195062670,016848;500;467;20759;17470;34939;16317
1184;1774195062770,020904;500;467;20649;17470;34942;16331
1185;1774195062870,054568;500;467;20528;17471;34939;16348
1186;1774195062970,025096;500;468;20392;17470;34942;16348
1187;1774195063070,030184;500;468;20588;17471;34942;16360
1188;1774195063170,025640;500;468;20529;17471;34939;16372
1189;1774195063270,026584;500;469;20486;17470;34939;16380
1190;1774195063370,023896;500;469;20504;17470;34939;16380
1191;1774195063470,021880;500;469;20659;17470;34939;16392
1192;1774195063570,015760;500;469;20575;17470;34939;16398
1193;1774195063670,029760;500;469;20612;17470;34939;16406
1194;1774195063770,029456;500;470;20590;17470;34936;16406
1195;1774195063870,026688;500;470;20717;17468;34936;16418
1196;1774195063970,027144;500;470;20614;17468;34939;16429
1197;1774195064070,025728;500;470;20546;17470;34939;16441
1198;1774195064170,027072;500;471;20497;17470;34936;16453
1199;1774195064270,016368;500;471;20459;17468;34942;16453
1200;1774195064370,026696;500;471;20629;17471;34942;16461
1201;1774195064470,021848;500;471;20599;17471;34936;16467
1202;1774195064570,015584;500;471;20622;17468;34939;16476
1203;1774195064670,022040;500;472;20595;17470;34936;16476
1204;1774195064770,015640;500;472;20717;17468;34936;16487
1205;1774195064870,016992;500;472;20611;17468;34933;16502
1206;1774195064970,021648;500;472;20488;17467;34936;16505
1207;1774195065070,027272;500;472;20597;17468;34931;16505
1208;1774195065170,021080;500;472;20714;17465;34931;16519
1209;1774195065270,016936;500;473;20558;17465;34933;16516
1210;1774195065370,023504;500;473;20740;17467;34928;16531
1211;1774195065470,283976;500;473;20573;17464;34925;16531
1212;1774195065570,021696;500;473;20698;17462;34925;16539
1213;1774195065670,015992;500;474;20643;17462;34925;16548
1214;1774195065770,028728;500;474;20604;17462;34931;16557
1215;1774195065870,016104;500;474;20582;17465;34931;16562
1216;1774195065970,023864;500;474;20610;17465;34931;16562
1217;1774195066070,026424;500;474;20726;17465;34931;16571
1218;1774195066170,022592;500;474;20662;17465;34928;16574
1219;1774195066270,021352;500;475;20712;17464;34928;16583
1220;1774195066370,016216;500;475;20653;17464;34928;16583
1221;1774195066470,026136;500;475;20756;17464;34928;16591
1222;1774195066570,015728;500;475;20684;17464;34928;16600
1223;1774195066670,016256;500;475;20635;17464;34913;16603
1224;1774195066770,014336;500;476;20686;17457;34887;16603
1225;1774195066870,021768;500;476;20758;17444;34887;16612
1226;1774195066970,024608;500;476;20678;17444;34844;16620
1227;1774195067070,022872;500;477;20591;17422;34800;16632
1228;1774195067170,028488;500;478;20474;17400;34789;16632
1229;1774195067270,022040;500;478;20596;17394;34789;16641
1230;1774195067370,021624;500;478;20542;17394;34795;16646
1231;1774195067470,021592;500;478;20556;17397;34800;16649
1232;1774195067570,015040;500;478;20614;17400;34789;16649
1233;1774195067670,021776;500;479;20691;17394;34789;16641
1234;1774195067770,020952;500;478;20895;17394;34769;16655
1235;1774195067870,021104;500;479;20640;17384;34737;16655
1236;1774195067970,017008;500;479;20692;17368;34693;16655
1237;1774195068070,015688;500;480;20713;17347;34693;16670
1238;1774195068170,027728;500;480;20511;17347;34644;16672
1239;1774195068270,025984;500;481;20527;17322;34595;16675
1240;1774195068370,024952;500;482;20527;17297;34557;16675
1241;1774195068470,024312;500;483;20572;17279;34525;16678
1242;1774195068570,030752;500;483;20551;17263;34525;16678
1243;1774195068670,023360;500;483;20601;17263;34502;16678
1244;1774195068770,016880;500;483;20620;17251;34470;16675
1245;1774195068870,022944;500;484;20671;17235;34442;16675
1246;1774195068970,016896;500;484;20656;17221;34442;16672
1247;1774195069070,014768;500;484;20709;17221;34401;16675
1248;1774195069170,026712;500;485;20624;17201;34352;16681
1249;1774195069270,015688;500;486;20503;17176;34303;16681
1250;1774195069370,022576;500;486;20506;17151;34303;16684
1251;1774195069470,015888;500;486;20485;17151;34245;16690
1252;1774195069570,024016;500;487;20382;17122;34190;16690
1253;1774195069670,028176;500;488;20395;17095;34135;16690
1254;1774195069770,016216;500;489;20393;17067;34135;16690
1255;1774195069870,027472;500;489;20418;17067;34086;16684
1256;1774195069970,016912;500;489;20498;17043;34045;16681
1257;1774195070070,014864;500;490;20501;17023;33993;16681
1258;1774195070170,016368;500;491;20441;16997;33993;16672
1259;1774195070270,016456;500;490;20571;16997;33947;16675
1260;1774195070370,021792;500;491;20438;16973;33895;16678
1261;1774195070470,022944;500;492;20334;16947;33843;16675
1262;1774195070570,029464;500;493;20348;16921;33799;16675
1263;1774195070670,022176;500;493;20305;16900;33799;16670
1264;1774195070770,021184;500;493;20394;16900;33779;16672
1265;1774195070870,021624;500;494;20299;16889;33764;16658
1266;1774195070970,016832;500;493;20523;16882;33744;16658
1267;1774195071070,016680;500;494;20433;16872;33744;16652
1268;1774195071170,025144;500;493;20480;16872;33715;16649
1269;1774195071270,026080;500;494;20447;16858;33681;16646
1270;1774195071370,026904;500;494;20416;16840;33646;16646
1271;1774195071470,024824;500;495;20342;16823;33646;16649
1272;1774195071570,026568;500;495;20262;16823;33620;16646
1273;1774195071670,023664;500;495;20285;16810;33600;16644
1274;1774195071770,021480;500;495;20300;16800;33597;16644
1275;1774195071870,015312;500;495;20273;16798;33597;16635
1276;1774195071970,021960;500;495;20400;16798;33594;16623
1277;1774195072070,134224;500;495;20537;16797;33594;16617
1278;1774195072170,025920;500;495;20541;16797;33597;16617
1279;1774195072270,029920;500;495;20453;16798;33597;16612
1280;1774195072370,016712;500;494;20491;16798;33600;16609
1281;1774195072470,023584;500;494;20474;16800;33602;16603
1282;1774195072570,013680;500;494;20515;16801;33608;16603
1283;1774195072670,022728;500;494;20453;16804;33620;16603
1284;1774195072770,022144;500;494;20418;16810;33620;16600
1285;1774195072870,016520;500;494;20438;16810;33643;16600
1286;1774195072970,026040;500;493;20423;16821;33666;16597
1287;1774195073070,017048;500;493;20467;16833;33695;16597
1288;1774195073170,015896;500;493;20462;16848;33695;16591
1289;1774195073270,020944;500;492;20541;16848;33718;16586
1290;1774195073370,152976;500;492;20615;16859;33741;16606
1291;1774195073470,025464;500;492;20243;16871;33776;16606
1292;1774195073570,025960;500;492;20334;16888;33776;16594
1293;1774195073670,015672;500;491;20572;16888;33817;16591
1294;1774195073770,016048;500;491;20623;16908;33854;16591
1295;1774195073870,014976;500;490;20620;16927;33889;16591
1296;1774195073970,015000;500;490;20626;16944;33889;16589
1297;1774195074070,016944;500;489;20664;16944;33921;16589
1298;1774195074170,021200;500;489;20667;16960;33953;16589
1299;1774195074270,025160;500;489;20678;16976;33993;16589
1300;1774195074370,030480;500;488;20701;16997;34036;16589
1301;1774195074470,026312;500;487;20730;17018;34036;16597
1302;1774195074570,025640;500;488;20587;17018;34080;16603
1303;1774195074670,027072;500;487;20568;17040;34117;16609
1304;1774195074770,017192;500;487;20560;17059;34152;16609
1305;1774195074870,021448;500;486;20656;17076;34152;16612
1306;1774195074970,016336;500;486;20657;17076;34181;16617
1307;1774195075070,025632;500;486;20631;17091;34210;16620
1308;1774195075170,017008;500;486;20668;17105;34239;16620
1309;1774195075270,016728;500;485;20747;17120;34239;16620
1310;1774195075370,024696;500;485;20788;17120;34268;16620
1311;1774195075470,021456;500;485;20839;17134;34294;16626
1312;1774195075570,021848;500;485;20783;17147;34320;16626
1313;1774195075670,021864;500;484;20847;17160;34320;16635
1314;1774195075770,028120;500;485;20736;17160;34349;16641
1315;1774195075870,021680;500;484;20728;17174;34372;16646
1316;1774195075970,023032;500;484;20724;17186;34381;16646
1317;1774195076070,021296;500;484;20812;17190;34381;16652
1318;1774195076170,021640;500;484;20772;17190;34401;16655
1319;1774195076270,017064;500;484;20807;17201;34418;16658
1320;1774195076370,021216;500;484;20834;17209;34433;16658
1321;1774195076470,021656;500;484;20902;17216;34433;16661
1322;1774195076570,021656;500;484;20895;17216;34447;16670
1323;1774195076670,021288;500;484;20805;17224;34462;16687
1324;1774195076770,026384;500;484;20602;17231;34476;16698
1325;1774195076870,016856;500;484;20559;17238;34491;16698
1326;1774195076970,027080;500;484;20721;17245;34491;16698
1327;1774195077070,016936;500;484;20824;17245;34508;16704
1328;1774195077170,022656;500;484;20811;17254;34520;16710
1329;1774195077270,023840;500;484;20801;17260;34528;16710
1330;1774195077370,017072;500;484;20891;17264;34528;16716
1331;1774195077470,026840;500;484;20852;17264;34546;16722
1332;1774195077570,015160;500;484;20838;17273;34554;16730
1333;1774195077670,021504;500;484;20777;17277;34563;16730
1334;1774195077770,016776;500;484;20880;17282;34563;16736
1335;1774195077870,025904;500;484;20850;17282;34572;16742
1336;1774195077970,013936;500;484;20836;17286;34580;16748
1337;1774195078070,030312;500;484;20827;17290;34589;16748
1338;1774195078170,024304;500;484;20918;17295;34589;16753
1339;1774195078270,038816;500;484;20881;17295;34601;16762
1340;1774195078370,025032;500;484;20815;17300;34612;16768
1341;1774195078470,017072;500;484;20819;17306;34621;16768
1342;1774195078570,021016;500;484;20918;17310;34621;16774
1343;1774195078670,017176;500;484;20885;17310;34621;16780
1344;1774195078770,021328;500;485;20862;17310;34624;16785
1345;1774195078870,030672;500;485;20848;17312;34635;16791
1346;1774195078970,025240;500;485;20844;17318;34638;16791
1347;1774195079070,015240;500;485;20933;17319;34638;16794
1348;1774195079170,016936;500;485;20944;17319;34650;16785
1349;1774195079270,024712;500;484;21153;17325;34661;16806
1350;1774195079370,026352;500;485;20822;17331;34667;16806
1351;1774195079470,024976;500;485;20927;17334;34667;16811
1352;1774195079570,030232;500;485;20900;17334;34676;16817
1353;1774195079670,030408;500;485;20887;17338;34682;16823
1354;1774195079770,031200;500;485;20877;17341;34690;16823
1355;1774195079870,279696;500;485;20968;17345;34690;16826
1356;1774195079970,017096;500;485;20979;17345;34696;16829
1357;1774195080070,016032;500;485;20991;17348;34705;16837
1358;1774195080170,014888;500;485;20907;17352;34711;16837
1359;1774195080270,026400;500;485;20992;17355;34711;16849
1360;1774195080370,020984;500;485;20856;17355;34716;16858
1361;1774195080470,023864;500;486;20813;17358;34722;16866
1362;1774195080570,016984;500;486;20782;17361;34725;16866
1363;1774195080670,015720;500;486;20903;17363;34725;16872
1364;1774195080770,016584;500;486;20887;17363;34731;16872
1365;1774195080870,022136;500;486;20975;17365;34737;16875
1366;1774195080970,027440;500;486;20989;17368;34740;16881
1367;1774195081070,022904;500;486;20950;17370;34745;16881
1368;1774195081170,069296;500;486;21022;17373;34745;16887
1369;1774195081270,024584;500;486;20972;17373;34740;16892
1370;1774195081370,022120;500;486;20934;17370;34751;16901
1371;1774195081470,014320;500;486;20870;17376;34760;16901
1372;1774195081570,023560;500;486;20969;17380;34760;16910
1373;1774195081670,026480;500;486;20889;17380;34766;16913
1374;1774195081770,030512;500;486;20933;17383;34771;16913
1375;1774195081870,021328;500;486;21011;17386;34774;16913
1376;1774195081970,021344;500;486;21065;17387;34774;16921
1377;1774195082070,015552;500;487;20957;17387;34780;16921
1378;1774195082170,015720;500;487;21030;17390;34786;16933
1379;1774195082270,016624;500;487;20890;17393;34789;16933
1380;1774195082370,016168;500;487;20983;17394;34789;16936
1381;1774195082470,015912;500;487;20998;17394;34789;16942
1382;1774195082570,017144;500;487;20960;17394;34797;16944
1383;1774195082670,030240;500;487;20987;17399;34800;16944
1384;1774195082770,028296;500;487;21051;17400;34800;16947
1385;1774195082870,025152;500;487;21046;17400;34800;16947
1386;1774195082970,025280;500;487;21091;17400;34806;16950
1387;1774195083070,026984;500;487;21079;17403;34806;16953
1388;1774195083170,021536;500;487;21069;17403;34815;16953
1389;1774195083270,026512;500;487;21116;17407;34815;16962
1390;1774195083370,029704;500;487;21001;17407;34821;16968
1391;1774195083470,015072;500;487;20974;17410;34821;16973
1392;1774195083570,021592;500;487;20951;17410;34821;16973
1393;1774195083670,026632;500;487;21031;17410;34821;16982
1394;1774195083770,026256;500;488;20941;17410;34826;16991
1395;1774195083870,023848;500;488;20883;17413;34829;16994
1396;1774195083970,029000;500;488;20935;17415;34832;16994
1397;1774195084070,016952;500;488;21019;17416;34832;16997
1398;1774195084170,016424;500;488;21027;17416;34832;16999
1399;1774195084270,021760;500;488;21033;17416;34832;17002
1400;1774195084370,017320;500;488;21036;17416;34832;17002
1401;1774195084470,025152;500;488;21086;17416;34832;17008
1402;1774195084570,028352;500;488;21026;17416;34835;17014
1403;1774195084670,015000;500;488;20985;17418;34841;17023
1404;1774195084770,016304;500;489;20912;17420;34844;17023
1405;1774195084870,022776;500;489;21003;17422;34844;17023
1406;1774195084970,020888;500;489;21063;17422;34844;17028
1407;1774195085070,016304;500;489;21009;17422;34844;17031
1408;1774195085170,025864;500;489;21019;17422;34844;17034
1409;1774195085270,015168;500;489;21026;17422;34844;17034
1410;1774195085370,015416;500;489;21078;17422;34844;17037
1411;1774195085470,027568;500;489;21067;17422;34838;17043
1412;1774195085570,022984;500;489;21007;17419;34844;17046
1413;1774195085670,016120;500;489;21020;17422;34841;17046
1414;1774195085770,021912;500;489;21072;17420;34841;17049
1415;1774195085870,024632;500;489;21061;17420;34838;17052
1416;1774195085970,025400;500;489;21052;17419;34838;17052
1417;1774195086070,024536;500;489;21094;17419;34841;17052
1418;1774195086170,027688;500;489;21127;17420;34841;17054
1419;1774195086270,021776;500;489;21100;17420;34838;17057
1420;1774195086370,021816;500;490;21080;17419;34835;17060
1421;1774195086470,016952;500;490;21066;17418;34835;17060
1422;1774195086570,022584;500;490;21106;17418;34835;17063
1423;1774195086670,021632;500;490;21086;17418;34829;17063
1424;1774195086770,028224;500;490;21116;17415;34841;17069
1425;1774195086870,021488;500;490;21053;17420;34841;17069
1426;1774195086970,016672;500;490;21099;17420;34841;17075
1427;1774195087070,021448;500;490;21035;17420;34841;17080
1428;1774195087170,026984;500;490;20991;17420;34841;17086
1429;1774195087270,015928;500;490;20959;17420;34841;17089
1430;1774195087370,015696;500;490;20984;17420;34841;17089
1431;1774195087470,025816;500;490;21049;17420;34841;17092
1432;1774195087570,014248;500;491;21045;17420;34844;17089
1433;1774195087670,016312;500;490;21140;17422;34844;17092
1434;1774195087770,015248;500;491;21108;17422;34841;17092
1435;1774195087870,016104;500;491;21133;17420;34841;17098
1436;1774195087970,020880;500;491;21057;17420;34841;17104
1437;1774195088070,027080;500;491;21004;17420;34847;17109
1438;1774195088170,027392;500;491;20970;17423;34847;17109
1439;1774195088270,022400;500;491;21039;17423;34847;17109
1440;1774195088370,021312;500;491;21087;17423;34844;17109
1441;1774195088470,027720;500;491;21117;17422;34841;17109
1442;1774195088570,026376;500;491;21138;17420;34844;17109
1443;1774195088670,017072;500;491;21156;17422;34844;17112
1444;1774195088770,016072;500;491;21121;17422;34838;17115
1445;1774195088870,014720;500;491;21092;17419;34835;17115
1446;1774195088970,023472;500;491;21122;17418;34838;17115
1447;1774195089070,024920;500;491;21146;17419;34838;17118
1448;1774195089170,032392;500;491;21114;17419;34835;17118
1449;1774195089270,029200;500;491;21138;17418;34832;17118
1450;1774195089370,021320;500;491;21155;17416;34835;17124
1451;1774195089470,016552;500;492;21075;17418;34832;17124
1452;1774195089570,015144;500;492;21112;17416;34832;17130
1453;1774195089670,022544;500;492;21043;17416;34835;17130
1454;1774195089770,022288;500;492;21093;17418;34835;17130
1455;1774195089870,026944;500;492;21126;17418;34832;17130
1456;1774195089970,025152;500;492;21147;17416;34832;17130
1457;1774195090070,016784;500;492;21164;17416;34832;17124
1458;1774195090170,026344;500;492;21272;17416;34835;17130
1459;1774195090270,021936;500;492;21158;17418;34841;17130
1460;1774195090370,016120;500;492;21180;17420;34841;17138
1461;1774195090470,024664;500;492;21048;17420;34847;17141
1462;1774195090570,025216;500;492;21057;17423;34844;17144
1463;1774195090670,026320;500;492;21058;17422;34850;17144
1464;1774195090770,024280;500;492;21111;17425;34850;17147
1465;1774195090870,026480;500;492;21097;17425;34847;17144
1466;1774195090970,016584;500;492;21181;17423;34844;17147
1467;1774195091070,016312;500;492;21143;17422;34850;17147
1468;1774195091170,016544;500;492;21170;17425;34850;17144
1469;1774195091270,016224;500;492;21235;17425;34850;17150
1470;1774195091370,016096;500;492;21137;17425;34850;17153
1471;1774195091470,016088;500;492;21118;17425;34850;17156
1472;1774195091570,022600;500;492;21104;17425;34852;17156
1473;1774195091670,021872;500;492;21145;17426;34852;17156
1474;1774195091770,016016;500;492;21171;17426;34852;17156
1475;1774195091870,015184;500;492;21190;17426;34847;17159
1476;1774195091970,016896;500;492;21152;17423;34850;17159
1477;1774195092070,015888;500;492;21178;17425;34850;17161
1478;1774195092170,021360;500;492;21148;17425;34850;17164
1479;1774195092270,026688;500;493;21127;17425;34850;17167
1480;1774195092370,030832;500;493;21112;17425;34847;17167
1481;1774195092470,028104;500;493;21148;17423;34847;17170
1482;1774195092570,014432;500;493;21126;17423;34847;17173
1483;1774195092670,025904;500;493;21111;17423;34847;17170
1484;1774195092770,016960;500;493;21196;17423;34844;17170
1485;1774195092870,023056;500;493;21205;17422;34844;17173
1486;1774195092970,016160;500;493;21166;17422;34844;17170
1487;1774195093070,028000;500;493;21235;17422;34844;17170
1488;1774195093170,015840;500;493;21235;17422;34841;17170
1489;1774195093270,072800;500;493;21235;17420;34841;17170
1490;1774195093370,024784;500;493;21237;17420;34844;17176
1491;1774195093470,029928;500;493;21145;17422;34844;17179
1492;1774195093570,031448;500;493;21129;17422;34844;17182
1493;1774195093670,016208;500;493;21117;17422;34838;17182
1494;1774195093770,026512;500;493;21153;17419;34838;17182
