Sample;X(ms) [22.03.2026 15:55:44 279 UTC];"Int_R_deseado[%MD70]";"Int_R_Real[%MD74]";"Int_G120[%MD58]";"Int_ST_FC11[%MD78]";"FT10_Int[%MD22]";"FT11_Int[%MD26]"
486;1774194992970,016528;250;0;17118;7507;30150;-12
487;1774194993070,015048;250;0;17258;7538;30269;-12
488;1774194993170,024840;250;0;17397;7567;30388;-12
489;1774194993270,016104;250;0;17536;7597;30388;-12
490;1774194993370,016240;250;0;17633;7597;30503;-12
491;1774194993470,024752;250;0;17771;7626;30619;-17
492;1774194993570,015312;250;-1;18005;7655;30732;-17
493;1774194993670,024112;250;-1;18113;7683;30732;-14
494;1774194993770,021536;250;0;18143;7683;30845;-17
495;1774194993870,026136;250;-1;18331;7711;30949;-12
496;1774194993970,016640;250;0;18357;7737;31053;-12
497;1774194994070,020824;250;0;18512;7763;31155;-12
498;1774194994170,027456;250;0;18660;7789;31155;-12
499;1774194994270,020856;250;0;18767;7789;31256;-12
500;1774194994370,025072;250;0;18907;7814;31354;-12
501;1774194994470,042904;250;0;19045;7839;31450;-12
502;1774194994570,025376;250;0;19181;7862;31450;-12
503;1774194994670,016152;250;0;19282;7862;31545;-14
504;1774194994770,016248;250;0;19465;7886;31632;-14
505;1774194994870,026648;250;0;19582;7908;31722;-14
506;1774194994970,013664;250;0;19705;7930;31722;-12
507;1774194995070,016872;250;0;19752;7930;31803;-12
508;1774194995170,025320;250;0;19891;7951;31887;-12
509;1774194995270,037952;250;0;20029;7972;31968;-12
510;1774194995370,021640;250;0;20163;7992;31968;-12
511;1774194995470,014888;250;0;20267;7992;32046;-12
512;1774194995570,024840;250;0;20398;8011;32124;-12
513;1774194995670,023952;250;0;20529;8031;32196;-14
514;1774194995770,021984;250;0;20705;8049;32271;-14
515;1774194995870,021744;250;0;20820;8068;32271;-12
516;1774194995970,022576;250;0;20865;8068;32344;-12
517;1774194996070,013352;250;0;21001;8086;32410;-17
518;1774194996170,025360;250;-1;21229;8103;32483;-17
519;1774194996270,016096;250;-1;21332;8121;32483;-9
520;1774194996370,021232;250;0;21274;8121;32549;-12
521;1774194996470,022920;250;0;21481;8137;32613;-9
522;1774194996570,021768;250;0;21565;8153;32671;-9
523;1774194996670,025192;250;0;21708;8168;32671;-3
524;1774194996770,026312;250;0;21728;8168;32726;1505
525;1774194996870,016072;250;46;0;8181;32781;1950
526;1774194996970,026840;250;59;0;8195;32833;1950
527;1774194997070,023192;250;59;4452;8208;32833;2373
528;1774194997170,015232;250;72;2311;8208;32888;2772
529;1774194997270,024248;250;84;1062;8222;32940;3096
530;1774194997370,026008;250;94;1266;8235;32989;3096
531;1774194997470,026560;250;94;6605;8247;32989;3345
532;1774194997570,023504;250;101;6029;8247;33035;3507
533;1774194997670,024624;250;106;6971;8259;33076;3588
534;1774194997770,021488;250;108;8865;8269;33122;3588
535;1774194997870,021432;250;108;11442;8281;33168;3588
536;1774194997970,021840;250;108;13176;8292;33168;3524
537;1774194998070,017088;250;106;15391;8292;33215;3426
538;1774194998170,023104;250;103;17511;8304;33255;3333
539;1774194998270,023016;250;100;18906;8314;33299;3333
540;1774194998370,029720;250;100;18379;8325;33299;3290
541;1774194998470,015512;250;99;18760;8325;33342;3325
542;1774194998570,015024;250;100;17780;8336;33380;3455
543;1774194998670,014800;250;104;15550;8345;33420;3455
544;1774194998770,014848;250;103;16178;8355;33420;3655
545;1774194998870,016680;250;109;13294;8355;33455;3869
546;1774194998970,016912;250;116;11052;8364;33490;4074
547;1774194999070,026680;250;122;9601;8372;33527;4074
548;1774194999170,023944;250;122;11945;8382;33527;4248
549;1774194999270,023088;250;127;10629;8382;33562;4369
550;1774194999370,023920;250;130;10544;8390;33594;4436
551;1774194999470,031160;250;132;11346;8398;33626;4436
552;1774194999570,021784;250;132;12961;8406;33626;4459
553;1774194999670,014584;250;133;13657;8406;33660;4456
554;1774194999770,026328;250;132;14566;8415;33695;4442
555;1774194999870,021176;250;132;15384;8424;33721;4442
556;1774194999970,016016;250;132;15713;8430;33747;4447
557;1774195000070,013816;250;132;15855;8437;33747;4479
558;1774195000170,024552;250;133;15525;8437;33776;4549
559;1774195000270,014896;250;135;14690;8444;33811;4647
560;1774195000370,016224;250;137;13636;8453;33837;4647
561;1774195000470,025544;250;137;14526;8459;33837;4757
562;1774195000570,020920;250;141;13302;8459;33863;4855
563;1774195000670,021416;250;143;12640;8466;33889;4945
564;1774195000770,023696;250;146;12304;8472;33906;4945
565;1774195000870,032440;250;146;13529;8477;33906;5014
566;1774195000970,016216;250;148;13200;8477;33932;5058
567;1774195001070,021200;250;149;13396;8483;33955;5084
568;1774195001170,031928;250;150;13804;8489;33981;5084
569;1774195001270,031968;250;150;14509;8495;33981;5113
570;1774195001370,025792;250;150;14504;8495;34002;5136
571;1774195001470,021904;250;151;14601;8500;34025;5179
572;1774195001570,015296;250;152;14333;8506;34051;5179
573;1774195001670,021320;250;152;14867;8513;34051;5229
574;1774195001770,020936;250;154;14413;8513;34077;5289
575;1774195001870,025056;250;155;13913;8519;34100;5359
576;1774195001970,027992;250;157;13417;8525;34126;5411
577;1774195002070,016288;250;159;13350;8532;34152;5411
578;1774195002170,014672;250;158;14155;8538;34152;5472
579;1774195002270,016512;250;160;13687;8538;34172;5509
580;1774195002370,021904;250;161;13744;8543;34190;5547
581;1774195002470,026240;250;162;13774;8547;34204;5547
582;1774195002570,042144;250;162;14408;8551;34204;5584
583;1774195002670,023376;250;163;14214;8551;34225;5619
584;1774195002770,016680;250;164;14130;8556;34248;5660
585;1774195002870,016368;250;165;13973;8562;34265;5660
586;1774195002970,027080;250;165;14529;8566;34265;5703
587;1774195003070,021952;250;166;14186;8566;34280;5744
588;1774195003170,014440;250;168;13998;8570;34294;5790
589;1774195003270,024424;250;169;13766;8573;34311;5790
590;1774195003370,021168;250;169;14366;8578;34311;5839
591;1774195003470,025616;250;170;13956;8578;34326;5883
592;1774195003570,022200;250;171;13767;8581;34343;5923
593;1774195003670,025032;250;172;13677;8586;34358;5923
594;1774195003770,037312;250;172;14277;8589;34358;5961
595;1774195003870,026464;250;173;14059;8589;34372;5992
596;1774195003970,026232;250;174;14004;8593;34392;6024
597;1774195004070,014400;250;175;13963;8598;34407;6056
598;1774195004170,015808;250;176;13927;8602;34416;6056
599;1774195004270,017040;250;176;14423;8604;34416;6085
600;1774195004370,021328;250;177;14280;8604;34427;6111
601;1774195004470,016960;250;178;14231;8607;34439;6140
602;1774195004570,015008;250;178;14146;8610;34450;6140
603;1774195004670,027880;250;178;14564;8613;34450;6172
604;1774195004770,015720;250;179;14321;8613;34465;6215
605;1774195004870,016584;250;180;13964;8616;34479;6256
606;1774195004970,022344;250;181;13761;8620;34491;6256
607;1774195005070,014920;250;181;14284;8623;34491;6285
608;1774195005170,015800;250;182;14158;8623;34499;6317
609;1774195005270,016208;250;183;14022;8625;34511;6343
610;1774195005370,030224;250;184;14020;8628;34523;6343
611;1774195005470,015008;250;184;14446;8631;34523;6366
612;1774195005570,016216;250;184;14352;8631;34525;6386
613;1774195005670,021072;250;185;14333;8631;34528;6412
614;1774195005770,021088;250;186;14223;8632;34540;6412
615;1774195005870,022512;250;186;14578;8635;34540;6444
616;1774195005970,023600;250;187;14293;8635;34543;6470
617;1774195006070,028448;250;187;14191;8636;34549;6499
618;1774195006170,016576;250;188;14069;8637;34560;6531
619;1774195006270,023992;250;189;13935;8640;34569;6531
620;1774195006370,027176;250;189;14364;8642;34569;6557
621;1774195006470,021128;250;190;14223;8642;34580;6577
622;1774195006570,017184;250;190;14223;8645;34586;6597
623;1774195006670,026808;250;191;14219;8647;34604;6597
624;1774195006770,023144;250;191;14553;8651;34604;6620
625;1774195006870,017048;250;191;14395;8651;34601;6644
626;1774195006970,013992;250;192;14284;8650;34612;6670
627;1774195007070,022416;250;193;14162;8653;34624;6670
628;1774195007170,024616;250;193;14506;8656;34624;6693
629;1774195007270,025384;250;193;14357;8656;34633;6713
630;1774195007370,030304;250;194;14303;8658;34641;6727
631;1774195007470,022784;250;194;14360;8660;34644;6727
632;1774195007570,038936;250;194;14636;8661;34644;6759
633;1774195007670,022560;250;195;14299;8661;34650;6774
634;1774195007770,025000;250;195;14354;8662;34659;6803
635;1774195007870,023384;250;196;14151;8665;34664;6803
636;1774195007970,021904;250;196;14487;8666;34664;6826
637;1774195008070,024672;250;197;14332;8666;34676;6849
638;1774195008170,032608;250;198;14227;8669;34682;6872
639;1774195008270,026416;250;198;14151;8670;34693;6889
640;1774195008370,015856;250;199;14192;8673;34696;6889
641;1774195008470,016560;250;199;14503;8674;34696;6907
642;1774195008570,015672;250;199;14428;8674;34702;6918
643;1774195008670,027320;250;199;14473;8675;34702;6939
644;1774195008770,014328;250;200;14358;8675;34696;6939
645;1774195008870,022840;250;200;14611;8674;34696;6959
646;1774195008970,021288;250;201;14451;8674;34688;6982
647;1774195009070,024976;250;201;14289;8672;34682;7002
648;1774195009170,025784;250;202;14223;8670;34679;7002
649;1774195009270,014952;250;202;14510;8670;34679;7025
650;1774195009370,025016;250;203;14324;8670;34673;7043
651;1774195009470,026112;250;203;14287;8668;34667;7060
652;1774195009570,037680;250;204;14258;8667;34656;7060
653;1774195009670,017048;250;204;14521;8664;34656;7078
654;1774195009770,015664;250;204;14416;8664;34644;7092
655;1774195009870,024456;250;205;14387;8661;34630;7109
656;1774195009970,016384;250;205;14315;8657;34618;7130
657;1774195010070,026128;250;206;14214;8655;34606;7130
658;1774195010170,017120;250;206;14476;8652;34606;7150
659;1774195010270,021968;250;207;14323;8652;34595;7159
660;1774195010370,020936;250;207;14403;8649;34589;7170
661;1774195010470,025184;250;207;14410;8647;34583;7170
662;1774195010570,024544;250;207;14605;8646;34583;7188
663;1774195010670,024072;250;208;14454;8646;34575;7205
664;1774195010770,025184;250;208;14347;8644;34560;7225
665;1774195010870,024672;250;209;14220;8640;34543;7225
666;1774195010970,022128;250;209;14462;8636;34543;7242
667;1774195011070,022760;250;210;14345;8636;34531;7260
668;1774195011170,016816;250;210;14259;8633;34514;7274
669;1774195011270,027056;250;211;14241;8628;34499;7274
670;1774195011370,024344;250;211;14465;8625;34499;7283
671;1774195011470,014776;250;211;14479;8625;34485;7295
672;1774195011570,016976;250;212;14435;8621;34473;7303
673;1774195011670,025136;250;212;14452;8618;34462;7303
674;1774195011770,025072;250;212;14606;8615;34462;7318
675;1774195011870,027248;250;212;14476;8615;34450;7332
676;1774195011970,026744;250;213;14383;8613;34442;7347
677;1774195012070,015096;250;213;14317;8610;34430;7361
678;1774195012170,021592;250;214;14268;8607;34427;7361
679;1774195012270,020896;250;214;14474;8607;34427;7373
680;1774195012370,024944;250;214;14424;8607;34418;7381
681;1774195012470,021936;250;214;14434;8605;34407;7387
682;1774195012570,029240;250;215;14486;8602;34401;7387
683;1774195012670,016272;250;215;14620;8600;34401;7396
684;1774195012770,017088;250;215;14570;8600;34398;7407
685;1774195012870,021536;250;215;14488;8600;34401;7425
686;1774195012970,015632;250;216;14338;8600;34401;7425
687;1774195013070,016848;250;216;14520;8600;34401;7439
688;1774195013170,025232;250;216;14405;8600;34395;7457
689;1774195013270,026120;250;217;14275;8599;34392;7465
690;1774195013370,025128;250;217;14328;8598;34384;7465
691;1774195013470,026488;250;217;14504;8596;34384;7474
692;1774195013570,022144;250;217;14483;8596;34381;7480
693;1774195013670,021784;250;218;14516;8595;34378;7488
694;1774195013770,016912;250;218;14490;8594;34378;7488
695;1774195013870,017104;250;218;14618;8594;34378;7497
696;1774195013970,022312;250;218;14563;8594;34378;7506
697;1774195014070,015728;250;218;14526;8594;34378;7520
698;1774195014170,015344;250;219;14404;8594;34372;7520
699;1774195014270,030904;250;219;14558;8593;34369;7532
700;1774195014370,015504;250;219;14472;8592;34369;7543
701;1774195014470,021824;250;219;14413;8592;34366;7552
702;1774195014570,025792;250;220;14419;8592;34375;7558
703;1774195014670,021816;250;220;14473;8594;34372;7558
704;1774195014770,021128;250;220;14603;8593;34372;7564
705;1774195014870,017088;250;220;14599;8593;34375;7569
706;1774195014970,029776;250;220;14597;8594;34384;7581
707;1774195015070,022056;250;220;14504;8596;34384;7581
708;1774195015170,014960;250;220;14629;8596;34384;7590
709;1774195015270,023968;250;221;14572;8596;34387;7598
710;1774195015370,025200;250;221;14534;8597;34384;7607
711;1774195015470,014896;250;221;14507;8596;34387;7607
712;1774195015570,013544;250;221;14633;8597;34387;7633
713;1774195015670,024624;250;222;14288;8597;34387;7624
714;1774195015770,022512;250;222;14624;8597;34389;7642
715;1774195015870,016544;250;222;14425;8597;34395;7642
716;1774195015970,027848;250;222;14576;8599;34395;7648
717;1774195016070,016016;250;222;14582;8599;34401;7656
718;1774195016170,014496;250;223;14541;8600;34404;7665
719;1774195016270,017128;250;223;14513;8601;34410;7677
720;1774195016370,021960;250;223;14446;8602;34421;7677
721;1774195016470,020824;250;223;14593;8605;34421;7685
722;1774195016570,025640;250;223;14548;8605;34436;7691
723;1774195016670,025264;250;223;14569;8609;34450;7700
724;1774195016770,021672;250;224;14538;8613;34465;7700
725;1774195016870,013656;250;223;14662;8616;34465;7705
726;1774195016970,023704;250;224;14648;8616;34482;7717
727;1774195017070,031736;250;224;14550;8621;34497;7729
728;1774195017170,015208;250;224;14482;8624;34514;7729
729;1774195017270,021744;250;224;14629;8628;34514;7743
730;1774195017370,016592;250;224;14486;8628;34528;7758
731;1774195017470,014984;250;225;14391;8632;34528;7763
732;1774195017570,014400;250;225;14464;8632;34520;7763
733;1774195017670,021624;250;225;14605;8630;34520;7772
734;1774195017770,022560;250;225;14561;8630;34499;7781
735;1774195017870,014704;250;226;14522;8625;34482;7789
736;1774195017970,017208;250;226;14493;8621;34479;7789
737;1774195018070,020840;250;226;14620;8620;34499;7801
738;1774195018170,022120;250;226;14523;8625;34499;7804
739;1774195018270,017336;250;226;14594;8625;34520;7818
740;1774195018370,016848;250;226;14459;8630;34528;7821
741;1774195018470,027120;250;227;14554;8632;34520;7821
742;1774195018570,022944;250;227;14661;8630;34520;7827
743;1774195018670,026616;250;227;14642;8630;34505;7836
744;1774195018770,031160;250;227;14576;8626;34485;7844
745;1774195018870,028584;250;227;14526;8621;34453;7844
746;1774195018970,029544;250;228;14629;8613;34453;7847
747;1774195019070,015680;250;228;14659;8613;34421;7853
748;1774195019170,028640;250;228;14622;8605;34398;7859
749;1774195019270,022304;250;228;14596;8600;34378;7859
750;1774195019370,021248;250;229;14672;8594;34378;7865
751;1774195019470,027776;250;229;14635;8594;34361;7873
752;1774195019570,021992;250;229;14555;8590;34349;7879
753;1774195019670,016832;250;229;14548;8587;34323;7879
754;1774195019770,026584;250;230;14633;8581;34323;7888
755;1774195019870,024992;250;230;14554;8581;34294;7896
756;1774195019970,029512;250;230;14488;8573;34265;7902
757;1774195020070,016368;250;231;14487;8566;34213;7902
758;1774195020170,028144;250;231;14570;8553;34213;7911
759;1774195020270,021776;250;231;14496;8553;34170;7914
760;1774195020370,022280;250;232;14524;8542;34117;7914
761;1774195020470,027768;250;232;14584;8529;34068;7917
762;1774195020570,015808;250;232;14572;8517;34022;7917
763;1774195020670,015896;250;233;14609;8505;34022;7917
764;1774195020770,016968;250;233;14646;8505;33976;7920
765;1774195020870,296472;250;233;14609;8494;33938;7925
766;1774195020970,027424;250;234;14534;8485;33898;7925
767;1774195021070,026672;250;234;14574;8474;33898;7931
768;1774195021170,014744;250;234;14516;8474;33857;7937
769;1774195021270,016200;250;234;14462;8464;33811;7937
770;1774195021370,017080;250;235;14514;8453;33762;7937
771;1774195021470,016928;250;235;14544;8440;33762;7940
772;1774195021570,014840;250;235;14529;8440;33727;7940
773;1774195021670,014896;250;235;14555;8432;33721;7937
774;1774195021770,024528;250;235;14629;8430;33727;7937
775;1774195021870,027504;250;235;14637;8432;33727;7937
776;1774195021970,022576;250;235;14643;8432;33715;7940
777;1774195022070,025392;250;235;14597;8429;33689;7943
778;1774195022170,023824;250;236;14560;8422;33669;7943
779;1774195022270,024960;250;236;14583;8417;33669;7948
780;1774195022370,021040;250;236;14509;8417;33643;7954
781;1774195022470,021408;250;236;14449;8411;33626;7957
782;1774195022570,013272;250;237;14455;8406;33620;7957
783;1774195022670,022920;250;237;14510;8405;33620;7963
784;1774195022770,016896;250;237;14453;8405;33620;7963
785;1774195022870,024224;250;237;14510;8405;33623;7960
786;1774195022970,032296;250;237;14599;8406;33611;7957
787;1774195023070,023144;250;237;14656;8403;33634;7957
788;1774195023170,025624;250;237;14661;8409;33634;7960
789;1774195023270,024768;250;237;14613;8409;33643;7966
790;1774195023370,017160;250;237;14536;8411;33652;7972
791;1774195023470,015744;250;237;14484;8413;33657;7972
792;1774195023570,016472;250;237;14545;8414;33657;7977
793;1774195023670,025024;250;237;14489;8414;33666;7977
794;1774195023770,026392;250;237;14550;8417;33681;7986
795;1774195023870,030768;250;237;14451;8420;33704;7986
796;1774195023970,021400;250;237;14531;8426;33704;7983
797;1774195024070,014520;250;237;14628;8426;33721;7986
798;1774195024170,016064;250;237;14607;8430;33744;7983
799;1774195024270,027400;250;237;14693;8436;33770;7983
800;1774195024370,015200;250;236;14709;8443;33770;7992
801;1774195024470,021088;250;237;14572;8443;33799;7998
802;1774195024570,021032;250;237;14536;8450;33834;8001
803;1774195024670,026264;250;236;14564;8458;33872;8001
804;1774195024770,022584;250;236;14637;8468;33872;8006
805;1774195024870,016336;250;236;14593;8476;33903;8012
806;1774195024970,021680;250;236;14555;8476;33929;8015
807;1774195025070,021152;250;236;14586;8482;33958;8018
808;1774195025170,023976;250;236;14610;8490;33987;8018
809;1774195025270,022264;250;236;14679;8497;33987;8018
810;1774195025370,026616;250;236;14719;8497;34031;8024
811;1774195025470,017008;250;236;14667;8508;34065;8030
812;1774195025570,017192;250;236;14634;8516;34100;8030
813;1774195025670,028952;250;235;14711;8525;34100;8030
814;1774195025770,021312;250;235;14755;8525;34123;8041
815;1774195025870,017328;250;236;14603;8531;34155;8044
816;1774195025970,016328;250;236;14648;8539;34178;8044
817;1774195026070,016400;250;235;14726;8545;34178;8047
818;1774195026170,026416;250;235;14727;8545;34198;8056
819;1774195026270,021640;250;236;14639;8550;34222;8064
820;1774195026370,027512;250;236;14581;8555;34236;8064
821;1774195026470,022232;250;236;14683;8559;34236;8058
822;1774195026570,023624;250;235;14845;8559;34253;8067
823;1774195026670,023520;250;236;14725;8563;34274;8070
824;1774195026770,021352;250;235;14741;8568;34294;8073
825;1774195026870,016736;250;235;14754;8573;34308;8073
826;1774195026970,017016;250;235;14812;8577;34308;8084
827;1774195027070,025608;250;236;14657;8577;34326;8090
828;1774195027170,026504;250;236;14652;8581;34340;8096
829;1774195027270,015880;250;236;14648;8585;34352;8096
830;1774195027370,023440;250;236;14740;8588;34352;8105
831;1774195027470,016536;250;236;14657;8588;34366;8111
832;1774195027570,014520;250;236;14652;8592;34381;8116
833;1774195027670,017280;250;236;14649;8595;34392;8116
834;1774195027770,022552;250;236;14742;8598;34392;8119
835;1774195027870,021208;250;236;14755;8598;34407;8122
836;1774195027970,017296;250;236;14769;8602;34416;8125
837;1774195028070,026304;250;236;14778;8604;34427;8125
838;1774195028170,021008;250;236;14835;8607;34427;8128
839;1774195028270,017192;250;236;14824;8607;34439;8134
840;1774195028370,015392;250;236;14773;8610;34447;8142
841;1774195028470,016336;250;236;14690;8612;34453;8142
842;1774195028570,057080;250;236;14775;8613;34453;8145
843;1774195028670,030152;250;236;14785;8613;34456;8151
844;1774195028770,031512;250;237;14744;8614;34459;8160
845;1774195028870,015480;250;237;14668;8615;34470;8160
846;1774195028970,015920;250;237;14762;8618;34470;8166
847;1774195029070,021024;250;237;14727;8618;34479;8171
848;1774195029170,023264;250;237;14706;8620;34482;8174
849;1774195029270,017144;250;237;14737;8621;34485;8177
850;1774195029370,016224;250;237;14758;8621;34488;8177
851;1774195029470,023848;250;237;14820;8622;34488;8183
852;1774195029570,025960;250;237;14767;8622;34494;8186
853;1774195029670,015352;250;237;14780;8623;34497;8189
854;1774195029770,015080;250;237;14789;8624;34502;8189
855;1774195029870,140488;250;237;14844;8626;34502;8194
856;1774195029970,025416;250;238;14785;8626;34511;8209
857;1774195030070,014456;250;238;14603;8628;34514;8215
858;1774195030170,020984;250;238;14618;8628;34520;8215
859;1774195030270,023008;250;238;14724;8630;34520;8220
860;1774195030370,017256;250;238;14699;8630;34523;8223
861;1774195030470,027704;250;238;14729;8631;34531;8226
862;1774195030570,017048;250;238;14752;8633;34540;8226
863;1774195030670,015400;250;238;14816;8635;34540;8232
864;1774195030770,017072;250;238;14762;8635;34549;8238
865;1774195030870,017296;250;238;14727;8637;34554;8244
866;1774195030970,017232;250;239;14703;8639;34566;8244
867;1774195031070,014584;250;238;14783;8641;34566;8249
868;1774195031170,028432;250;239;14739;8641;34578;8258
869;1774195031270,016736;250;239;14665;8644;34580;8258
870;1774195031370,015152;250;239;14754;8645;34586;8261
871;1774195031470,020880;250;239;14768;8647;34595;8261
872;1774195031570,024688;250;239;14827;8649;34595;8264
873;1774195031670,021232;250;239;14818;8649;34592;8267
874;1774195031770,024544;250;239;14811;8648;34601;8275
875;1774195031870,014496;250;239;14713;8650;34609;8275
876;1774195031970,016176;250;239;14790;8652;34609;8287
877;1774195032070,015328;250;239;14649;8652;34612;8290
878;1774195032170,039424;250;240;14694;8653;34618;8296
879;1774195032270,033176;250;240;14678;8655;34627;8296
880;1774195032370,029528;250;240;14763;8657;34627;8296
881;1774195032470,025168;250;240;14818;8657;34630;8296
882;1774195032570,016184;250;240;14858;8657;34633;8299
883;1774195032670,023000;250;240;14838;8658;34638;8299
884;1774195032770,017032;250;240;14874;8660;34638;8302
885;1774195032870,016160;250;240;14850;8660;34647;8307
886;1774195032970,022136;250;240;14789;8662;34650;8316
887;1774195033070,022440;250;240;14697;8662;34659;8316
888;1774195033170,025192;250;240;14779;8665;34659;8319
889;1774195033270,015664;250;240;14785;8665;34664;8325
890;1774195033370,021800;250;240;14743;8666;34664;8328
891;1774195033470,016704;250;240;14759;8666;34661;8330
892;1774195033570,016288;250;240;14769;8665;34667;8330
893;1774195033670,017112;250;240;14825;8667;34667;8333
894;1774195033770,016216;250;240;14815;8667;34670;8336
895;1774195033870,024408;250;240;14809;8668;34673;8339
896;1774195033970,025056;250;241;14805;8668;34679;8339
897;1774195034070,016064;250;240;14851;8670;34679;8348
898;1774195034170,015456;250;241;14738;8670;34685;8351
899;1774195034270,021456;250;241;14757;8671;34685;8351
900;1774195034370,024768;250;241;14816;8671;34693;8351
901;1774195034470,025456;250;241;14859;8673;34693;8351
902;1774195034570,017288;250;241;14887;8673;34690;8351
903;1774195034670,026640;250;241;14906;8673;34699;8356
904;1774195034770,022088;250;241;14828;8675;34708;8356
905;1774195034870,014840;250;241;14871;8677;34708;8356
906;1774195034970,014944;250;241;14899;8677;34714;8383
907;1774195035070,023888;250;241;14489;8678;34716;8368
908;1774195035170,016528;250;241;14874;8679;34725;8368
909;1774195035270,022456;250;241;14902;8681;34725;8374
910;1774195035370,024920;250;241;14824;8681;34731;8383
911;1774195035470,024848;250;241;14724;8683;34731;8377
912;1774195035570,016568;250;241;14892;8683;34731;8380
913;1774195035670,029760;250;241;14864;8683;34734;8380
914;1774195035770,256536;250;241;14895;8683;34734;8377
915;1774195035870,029480;250;241;14963;8683;34742;8385
916;1774195035970,023808;250;241;14823;8686;34754;8388
917;1774195036070,024240;250;241;14824;8689;34766;8388
918;1774195036170,022080;250;241;14874;8691;34766;8394
919;1774195036270,021744;250;241;14809;8691;34774;8400
920;1774195036370,030840;250;242;14767;8694;34783;8403
921;1774195036470,021616;250;242;14786;8696;34792;8403
922;1774195036570,021736;250;242;14847;8698;34792;8406
923;1774195036670,026440;250;242;14839;8698;34797;8409
924;1774195036770,031672;250;242;14835;8699;34800;8411
925;1774195036870,024928;250;242;14832;8700;34815;8411
926;1774195036970,024336;250;242;14881;8704;34815;8420
927;1774195037070,025400;250;242;14768;8704;34826;8426
928;1774195037170,025032;250;242;14741;8707;34841;8432
929;1774195037270,013896;250;242;14723;8710;34855;8432
930;1774195037370,016976;250;242;14807;8714;34867;8432
931;1774195037470,030640;250;242;14864;8717;34867;8432
932;1774195037570,016392;250;242;14901;8717;34873;8438
933;1774195037670,015632;250;242;14832;8718;34878;8435
934;1774195037770,016544;250;242;14929;8720;34890;8435
935;1774195037870,015072;250;242;14951;8723;34890;8440
936;1774195037970,021752;250;242;14868;8723;34896;8452
937;1774195038070,023568;250;242;14717;8724;34910;8452
938;1774195038170,024992;250;242;14807;8728;34928;8452
939;1774195038270,027800;250;242;14870;8732;34928;8458
940;1774195038370,032528;250;242;14813;8732;34936;8461
941;1774195038470,032680;250;242;14824;8734;34939;8461
942;1774195038570,015432;250;242;14878;8735;34948;8461
943;1774195038670,023136;250;242;14917;8737;34948;8464
944;1774195038770,023368;250;242;14894;8737;34951;8466
945;1774195038870,022872;250;242;14880;8738;34954;8472
946;1774195038970,025096;250;242;14822;8738;34962;8472
947;1774195039070,027672;250;242;14879;8741;34962;8475
948;1774195039170,029632;250;242;14868;8741;34974;8481
949;1774195039270,024952;250;242;14817;8743;34980;8484
950;1774195039370,025584;250;243;14828;8745;34983;8484
951;1774195039470,024704;250;243;14882;8746;34983;8487
952;1774195039570,023440;250;243;14870;8746;34983;8487
953;1774195039670,023024;250;243;14909;8746;34986;8490
954;1774195039770,022080;250;243;14890;8746;34986;8490
955;1774195039870,029504;250;243;14923;8746;34986;8490
956;1774195039970,047528;250;243;14947;8746;34986;8495
957;1774195040070,025896;250;243;14868;8746;34986;8501
958;1774195040170,024952;250;243;14812;8746;34988;8504
959;1774195040270,038208;250;243;14822;8747;34991;8504
960;1774195040370,025312;250;243;14877;8748;34991;8501
961;1774195040470,025984;250;243;14961;8748;34997;8510
962;1774195040570,026408;250;243;14830;8749;34997;8507
963;1774195040670,022384;250;243;14929;8749;34994;8507
964;1774195040770,015712;250;243;14949;8749;34994;8510
965;1774195040870,024624;250;243;14915;8749;34994;8510
966;1774195040970,029656;250;243;14941;8749;34991;8513
967;1774195041070,023528;250;243;14909;8748;34991;8513
968;1774195041170,024616;250;243;14936;8748;34991;8513
969;1774195041270,025584;250;243;14955;8748;34991;8516
970;1774195041370,016304;250;243;14921;8748;34988;8516
971;1774195041470,021920;250;243;14944;8747;34986;8519
972;1774195041570,025504;250;243;14913;8746;34988;8519
973;1774195041670,022712;250;243;14940;8747;34988;8521
974;1774195041770,024728;250;244;14911;8747;34986;8521
975;1774195041870,022816;250;244;14938;8746;34983;8527
976;1774195041970,031504;250;244;14860;8746;34977;8527
977;1774195042070,015680;250;244;14901;8744;34977;8530
978;1774195042170,020968;250;244;14882;8744;34974;8533
979;1774195042270,026432;250;244;14867;8743;34974;8539
980;1774195042370,021592;250;244;14810;8743;34983;8539
981;1774195042470,015752;250;244;14868;8746;34983;8539
982;1774195042570,016296;250;244;14905;8746;34977;8539
983;1774195042670,016848;250;244;14929;8744;34974;8542
984;1774195042770,048144;250;244;14897;8743;34971;8542
985;1774195042870,021056;250;244;14924;8743;34971;8545
986;1774195042970,027888;250;244;14894;8743;34971;8550
987;1774195043070,014496;250;244;14826;8743;34971;8542
988;1774195043170,020912;250;244;15018;8743;34974;8542
989;1774195043270,029608;250;244;15009;8743;34974;8565
990;1774195043370,016832;250;245;14619;8743;34974;8568
991;1774195043470,023288;250;245;14682;8743;34974;8568
992;1774195043570,025056;250;245;14772;8743;34974;8568
993;1774195043670,021928;250;245;14832;8743;34974;8568
994;1774195043770,016128;250;245;14872;8743;34974;8568
995;1774195043870,017024;250;245;14900;8743;34971;8565
996;1774195043970,014784;250;245;14966;8743;34971;8565
997;1774195044070,013472;250;245;14965;8743;34968;8565
998;1774195044170,016936;250;245;14964;8742;34968;8568
999;1774195044270,025296;250;245;14917;8742;34971;8571
